brand,storage,ram,phones_price,reviews,battery
"XIAOMI Redmi 14C,",,," 16,890",11,5160
Tecno Camon 30S,256,," 33,699",0,5000
Tecno CAMON 20,,," 22,980",0,5000
"Realme C61 6.74'',",128,6," 14,299",0,5000
Apple iPhone 5s,,," 5,499",12,
XIAOMI Redmi Note,256,8," 23,149",0,5000
Samsung Galaxy Note,256,12," 38,599",0,
Tecno Camon 30S,256,," 33,699",0,5000
"Tecno Spark 30c,",128,8," 14,399",0,5000
OPPO Reno4 SE,,8," 12,799",10,4300
Infinix Hot 50,256,," 26,999",0,5000
"Nokia C32, 6.2,",128,4," 12,500",0,
"SAMSUNG GALAXY A16,",128,4," 21,199",0,5000
iPhone X 256GB/64GB,256,3," 20,200",1,
OPPO Reno3 5g,,8," 10,799",19,4025
Apple iPhone 11,,," 39,800",1,
Infinix Hot 50,128,," 24,699",0,000
OPPO A7x 128GB,128,," 6,999",4,3500
Samsung A71 5G,,," 21,099",13,4500
"Oppo A3X,IPS LCD",,," 16,199",1,
"Oppo A3X,IPS LCD",,," 18,799",1,
SAMSUNG GALAXY A16,128,4," 19,500",0,
"SAMSUNG GALAXY A16,",128,6," 22,699",0,5000
Samsung S20 S20,128,8," 25,999",5,
REALME NOTE 50,256,8," 13,780",2,5000
Samsung Galaxy A25,128,6," 25,999",0,000
"REDMI 14C,4GB RAM",128,4," 13,700",0,
"SPARK 30,UPTO 8GB",128,8," 13,950",0,
"XIAOMI Redmi 13C,",128,8," 13,933",6,5000
"XIAOMI Redmi 14C,",,," 13,999",0,5160
Nokia Nokia 106,,," 1,194",5,
OFFERSXIAOMI Redmi Note,256,8," 24,699",0,5000
iPhone X 256GB/64GB,256,3," 20,300",1,
REALME NOTE 50,128,4," 9,960",4,5000
Vivo Y28 -,256,," 25,699",0,6000
Samsung Galaxy S21,,12," 39,999",5,5000
INFINIX HOT 40I,128,8," 14,699",20,5000
"Tecno Camon 30,",256,," 27,999",0,5000
"Samsung GALAXY A06,",128,4," 15,499",0,
"Oppo A3X,IPS LCD",,," 14,999",0,
VILLAON v20SE//5.0 SCREEN,32,4," 5,750",0,
"XIAOMI Redmi A3,",64,3," 11,199",0,5000
Apple IPhone X,256,3," 28,500",0,
"Realme C61 6.74'',",128,6," 15,999",0,5000
OPPO Reno4 5G,,8," 15,000",13,4020
Tecno Spark 30C,128,4," 13,760",8,5000
XIAOMI REDMI NOTE,,," 18,700",0,
Samsung Galaxy S8,64,4," 9,999",4,
"XIAOMI Redmi 14C,",,," 13,599",0,5160
OPPO A9 F11,128,," 7,499",0,4020
Share XIAOMI REDMI,128,4," 13,899",0,
Oale S23 Plus,32,3," 6,200",23,4050
"XIAOMI Redmi A3,",128,4," 12,195",0,5000
"REDMI 14C,6.88 INCHES,UPTO",128,8," 13,240",1,
Infinix 9 HD,64,3," 10,399",0,5000
OPPO a59 4GB64GB,32,4," 4,550",23,3075
Infinix NOTE 40,256,," 29,599",17,
"Samsung Galaxy A05,",64,4," 11,200",0,5000
Redmi 5a 16GB/32GB,16,," 3,599",2,3000
SAMSUNG GALAXY A16,128,4," 19,999",0,
"Vivo Y18, 6.8,",128,6," 17,750",0,5000
"Itel P55 6.6-INCHES,",128,4," 13,199",0,
OPPO SMARTPHONE F7,128,6," 6,499",3,3400
VILLAON V20 6.3,,2," 4,999",0,3000
Samsung Galaxy A15,128,6," 21,500",46,5000
"Tecno POP 9,",128,3," 13,999",0,
"SPARK 30C,UPTO 8GB",128,8," 14,750",0,
Infinix 9 HD'6.7,,6," 11,399",0,
NEWRealme Note 50,128,8," 12,390",0,
"GALAXY A16 5G,SUPER",128,4," 19,500",0,
"GALAXY A16 5G,SUPER",128,4," 20,500",0,
Infinix 9 HD'6.7,,6," 10,599",0,
OPPO A72 5G,,6," 11,600",8,4040
VIVO Y66 3GB32GB,,3," 3,799",3,
"A05,IPS LCD ,4GB",64,4," 10,990",0,
ITEL A04 2GB,32,2," 8,000",0,000
"VILLAON V20SE,5.0 SCREEN",,," 4,654",0,
OPPO R9s 4GB64GB,,4," 6,100",11,3010
OPPO A37 2GB,16,2," 3,500",33,
XIAOMI Redmi 13C,128,4," 13,300",17,
"GALAXY A16,SUPER AMOLED",128,4," 19,999",0,
Tecno Spark 30C,128,4," 13,760",4,5000
"XIAOMI Redmi 14C,",,," 13,999",0,
VILLAON v20SE//5.0 SCREEN,32,4," 4,650",3,
OPPO Reno 4,,8," 11,899",6,4020
Oppo A37 Android,,," 4,200",0,2630
Apple iPhone 6,128,," 6,999",134,
"Infinix Hot 50i,Upto",128,12," 14,200",0,
oppo Reno3 Pro,,," 17,999",1,
"REDMI 14C,8GB RAM",256,8," 16,799",0,
Realme Note 50,128,8," 11,890",7,
ON VILLAON v20SE//5.0,32,4," 4,799",0,
Apple iPhone 8,,," 18,500",0,
OPPO A83 4G,,," 4,999",19,3180
"GALAXY A05,6.7 INCHES,5000MAH",,," 13,150",1,
"GALAXY A05S,IPS LCD",,," 14,900",0,
Huawei mate8 64gb4gb,,," 6,777",24,4000
SAMSUNG GALAXY NOTE,256,," 62,999",0,
Itel S23 6.6,128,8," 15,000",1,5000
"REDMI 14C,8GB RAM",256,8," 16,799",0,
Blackview Wave 6C,,4," 8,899",1,5100
Philips Essence 20,256,8," 12,799",0,
iPhone 6 plus,,," 11,900",44,
iPhone 13 Pro,,," 88,999",0,
Samsung Galaxy A14,128,4," 17,399",10,5000
IPHONE 13 128GB,128,," 66,999",0,
"GALAXY A05,128GB ROM",128,4," 13,650",0,
OPPO Reno5 Reno,,8," 17,999",0,4300
IPHONE 12 PRO,256,," 65,999",0,
Oppo R15 128GB6GB,128,," 11,862",35,3450
Samsung Galaxy Note,128,6," 14,999",8,
Samsung Galaxy S23,,," 98,500",1,
"Samsung Galaxy A05S,",128,4," 15,899",0,5000
iphone 6s plus,,," 8,799",38,
VILLAON V20 SE,,4," 5,526",0,3000
Samsung Galaxy S7,32,," 7,699",42,
iPhone 11 128GB,128,," 38,999",0,
OPPO A37 2G,,," 3,299",5,2630
OPPO A57 3GB,32,3," 4,499",24,
Samsung Galaxy S20,,12," 35,999",0,
OPPO A37 2GB,16,2," 3,500",19,
Samsung Galaxy A55,256,8," 51,699",0,5000
OPPO A83 Phones100%,32,4," 6,099",0,
OPPO A60256GB ROM,,8," 29,699",0,5000
BlackBerry Priv 5.4&apos;,32,3," 12,599",5,
SAMSUNG GALAXY S22,256,," 83,999",0,
IPHONE 12 PRO,256,," 73,999",0,
iPhone XS Max,,4," 27,999",0,
Blackview OSCAL C70,,6," 11,999",12,
Infinix Hot 40,256,," 18,699",6,5000
iPhone 6 -16/64/128GB1GB,128,," 6,599",108,
"INFINIX NOTE 40,",256,," 28,999",1,
infinix hot 40i,,," 15,899",4,
Samsung Galaxy S8,64,," 16,999",16,
OPPO F7 6.2,128,6," 8,999",0,
"Realme C30s, 6.5,",64,3," 9,699",0,5000
Tecno Spark 30C,128,4," 14,999",0,5000
OPPO A38 6/4GB,128,4," 21,999",0,5000
Samsung Galaxy A14,128,4," 17,399",1,5000
Realme Note 50,128,8," 11,490",2,
Apple IPhone SE,64,," 20,500",0,
Samsung Galaxy S9,128,," 15,999",0,
"SAMSUNG GALAXY A16,",256,8," 27,299",0,5000
Vivo s12 pro,,," 28,799",0,4300
Apple iPhone SE,,2," 8,999",7,
Samsung Galaxy A25,128,6," 25,880",0,000
VILLAON v20 SE,32,4," 5,288",9,
Samsung Galaxy S9,,6," 17,999",0,
"XIAOMI Redmi 12,",256,8," 18,999",12,5000
OPPO F9 6GB,128,6," 7,899",0,3500
"SAMSUNG GALAXY A16,",128,4," 19,999",0,5000
OPPO R11s Plus,,," 9,999",0,4000
Blackview Color 8,,8," 13,999",0,6000
"Tecno Spark 30c,",128,8," 13,699",0,5000
"SAMSUNG GALAXY A16,",,8," 27,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 23,199",0,5000
Huawei Mate 7,16,," 6,599",48,4100
"Samsung Galaxy A05,",64,4," 12,099",0,5000
Tecno SPARK 30C,128,8," 13,769",0,5000
IPHONE 11 128GB,128,," 41,999",3,
Apple iPhone 12,128,," 44,800",0,
Xiomi Redmi A3X,128,," 10,799",1,5000
smartphone iphone 7,128,," 10,999",5,
Tecno Spark 30C,128,4," 13,980",0,5000
OPPO R9s Plus,,," 6,899",1,4120
XIAOMI Redmi 13C,,," 16,350",8,5000
SAMSUNG S20 ULTRA,128,12," 44,000",2,
Tecno Spark 30C,128,4," 13,760",0,5000
Galaxy S21 Plus,256,," 44,990",0,
Huawei Mate9 Pro,64,," 9,599",12,
Nokia Nokia105 1.77,,," 4,945",0,
Infinix NOTE 30,16,," 23,999",4,5000
VIVO Y28 4G,128,8," 21,599",0,5000
BlackBerry Priv 5.4',32,3," 12,999",0,
"Vivo Y18, 6.8,",128,6," 18,690",0,5000
Realme C30s 3GB,64,3," 9,199",4,5000
XIAOMI Redmi 13C,,," 16,350",0,
"XIAOMI Redmi A3,",64,3," 10,490",0,5000
"ITEL S23,6.6 DISPLAY",128,4," 15,000",0,
Tecno Camon 30S,256,," 33,489",0,5000
Realme Note 50,256,," 12,750",0,
Itel P65 128GB,128,4," 14,199",0,500
"Realme Note 50,",256,4," 13,999",1,5000
"Realme Note 50,",128,4," 12,499",1,5000
"Samsung Galaxy A05,",128,4," 17,899",0,5000
"Samsung Galaxy A05,",64,4," 11,799",0,5000
ON XIAOMI Redmi,,," 17,629",0,5160
Realme Note 50,64,6," 10,990",0,
Oale S23 Plus,32,3," 6,999",6,4050
Xiaomi Redmi A3,128,4," 12,599",0,5160
Infinix Hot 50,,," 26,889",0,000
Tecno CAMON 20,,," 23,580",0,5000
"KGTEL YOLO 2,",32,," 6,999",0,5000
Huawei P20 Pro,,6," 12,999",0,
XIAOMI Redmi Note,256,8," 22,949",0,5000
Realme Note 50,64,6," 10,450",0,
XIAOMI Redmi A3X,64,3," 9,899",0,5000
Nokia 106 1.77,,," 1,194",0,
"Apple IPhone 7,",128,," 11,999",0,
"Realme C30s, 6.5,",64,3," 10,398",0,5000
oppo Reno smartphone,,," 10,799",1,
VILLAON v20SE//5.0 SCREEN,32,4," 4,650",0,
"SAMSUNG GALAXY A16,",256,8," 27,799",0,5000
C1 4G Qualcomm,64,6," 10,490",2,4000
Tecno Camon 30S,256,," 33,699",0,5000
SAMSUNG S21 DUAL,128,8," 37,999",0,
Holiday discount Tecno,128,8," 13,699",0,5000
Infinix Hot 50,,," 28,089",0,000
SAMSUNG S20 5G,,," 34,000",0,
XIAOMI Redmi Note,128,6," 20,199",0,5000
"Tecno Spark 30c,",128,8," 14,899",0,5000
"Samsung Galaxy A05,",64,4," 10,899",1,5000
"Itel S23 6.6,DISPLAY",128,4," 12,999",0,
SAMSUNG S7 EDGE,32,4," 10,500",0,
Samsung Galaxy A41,,4," 15,999",0,
Samsung Galaxy A16,128,4," 19,999",0,5000
Infinix Hot 50,128,," 23,499",0,000
Huawei Y7 Prime,32,," 7,599",0,3000
"Samsung Galaxy A05,",64,4," 10,945",0,5000
OFFERSSamsung Galaxy A25,128,6," 26,650",1,000
Samsung Galaxy A15,128,4," 19,099",71,5000
samsung s20 5G,,," 36,500",0,
Samsung galaxy S9,,," 27,000",0,
XIAOMI Redmi Note,256,8," 30,099",0,5100
Apple iPhone SE,,," 8,999",7,
Samsung Galaxy A55,256,8," 46,999",0,5000
"VILLAON V30, 6.5,",128,4," 8,999",0,4000
"Samsung Galaxy A05,",64,4," 10,945",0,5000
"Itel A60s, 6.6,",64,4," 9,599",0,5000
SAMSUNG GALAXY AO5,64,4," 12,999",0,
Infinix Hot 50,256,," 28,999",0,5000
Apple Iphone 12,128,," 49,880",1,
Microsoft Nokia Lumia,32,," 10,999",7,
ITEL A06 32GB,32,4," 7,880",0,4000
"XIAOMI Redmi 14C,",,," 14,559",1,5160
"Blackview A52 Pro,",128,4," 10,150",0,5180
"XIAOMI Redmi A3,",128,4," 10,999",0,5000
"Tecno CAMON 30S,",128,12," 23,950",0,5000
Redmi 8A 5000mAh,,4," 6,980",1,5000
"SAMSUNG GALAXY A16,",,8," 27,999",1,5000
Huawei Mate 10,64,," 9,599",0,
Samsung Galaxy A25,256,8," 33,989",0,5000
OFFERSXIAOMI Redmi Note,256,8," 24,899",1,5000
Vivo Y28 -,128,8," 22,399",0,6000
"Tecno Camon 20,",256,8," 24,500",2,5000
Samsung Galaxy A15,128,4," 19,099",0,5000
"Samsung Galaxy A05,",64,4," 12,099",0,5000
VIVO Y19S 6.68,128,4," 16,999",0,5000
"Y9 2019, 4GB",128,4," 9,000",0,4000
Redmi 12 6.79,,4," 16,299",0,5000
"Tecno Spark 30,",256,8," 20,999",1,5000
VILLAON v20SE//5.0 SCREEN,32,4," 5,988",0,
Infinix Hot 50,256,," 25,499",0,000
"Oppo A17k, 6.56,",64,3," 14,999",0,000
"XIAOMI Redmi A3,",128,4," 12,195",0,5000
INFINIX HOT 50i,,6," 14,049",0,5000
"Oppo A38, 6.56,",128,4," 20,399",0,5000
XIAOMI Redmi Note,256,8," 23,299",0,5000
Villaon V30 6.3,,2," 8,799",2,4000
INFINIX HOT 50i,,6," 13,750",0,5000
Infinix 9 HD'6.7,,6," 10,999",0,
"Blackview A52 Pro,",128,4," 12,099",0,5180
"Oppo A38, 6.56,",128,4," 23,199",0,5000
XIAOMI Redmi 13C,128,4," 14,000",7,5000
"XIAOMI Redmi 14C,",,," 16,990",0,5160
SAMSUNG A20 3GB,32,3," 7,999",5,
VIVO Y66. Battery:,,," 5,300",0,3000
"XIAOMI Redmi 14C,",,," 13,890",0,
SAMSUNG A05 4GB,64,4," 10,999",0,
OFFERSRealme Note 50,128,8," 11,999",0,
"XIAOMI Redmi A3,",128,4," 10,995",0,5000
XIAOMI Redmi A3X,128,4," 9,899",0,5000
REDMI 14C 8GB,256,8," 16,850",1,
SAMSUNG GALAXY A16,128,4," 19,500",0,
Samsung galaxy S20,,," 54,500",0,
HUAWEI Y5 2019,64,3," 6,300",1,
VILLAON V20 SE,,4," 5,990",0,3000
Itel A80 6.7,,4," 11,899",0,5000
Samsung Galaxy A05,64,4," 11,200",0,5000
XIAOMI REDMI A3,128,4," 12,899",0,5000
Samsung Galaxy S8,64,," 12,700",0,
XIAOMI Redmi 14C,128,4," 13,699",1,
"REDMI 14C,8GB RAM",256,8," 16,790",0,
"Itel A70 Awesome,6.6",128,8," 11,599",1,
iPhone xs max,,," 38,000",3,
Apple iPhone 15,,," 98,800",0,
Vivo Y55 16GB2GB,16,," 2,666",12,2730
IPHONE 11 128GB,128,," 36,999",2,
SAMSUNG J7 PRIME,32,2," 7,999",1,
Infinix NOTE 40,256,," 24,750",6,5000
USED iPhone 7,128,," 15,199",1,
"Redmi Note 13,",256,8," 21,998",2,5000
XIAOMI Redmi Note,256,8," 41,999",0,5000
VIVO Y66 32GB,32,," 3,899",4,3000
iPhone X 256GB/64GB,256,3," 22,678",2,
INFINIX HOT 40I,128,8," 14,999",22,5000
VIVO Y53 2GB,16,2," 3,299",3,
Tecno POP 9,128,6," 11,050",0,5000
oppo Reno z,,," 10,899",35,
Tecno POP 9,128,," 11,799",0,5000
OPPO A3 256GB,256,8," 28,799",0,5000
LG V60 ThinQ,128,8," 29,599",4,
Itel S24 8GBRAM,128,8," 14,188",3,5000
Huawei P10Lite 4GB64GB,,4," 7,800",3,3000
Tecno pop 7,64,4," 10,299",9,5000
Redmi note 13pro,,," 29,894",0,
Infinix Hot 50,,," 24,980",0,000
OPPO Reno 6128G,,," 10,999",55,
oppo Reno z,,," 11,999",26,
"Itel S23 6.6,",128,4," 11,200",0,5000
Nokia Nokia 106,,," 1,194",2,
iPhone 13 Pro,,," 84,999",0,
Oppo A3x 6.67,128,4," 17,599",1,5100
Blackview Color 8,,8," 16,399",0,6000
Xiaomi Redmi 12C,128,6," 14,999",0,5000
ITEL A50 64GB,64,," 8,750",3,5000
Apple iPhone 14,256,," 87,778",0,
OPPO F1S/A59S 4GB,32,4," 5,200",1,
Huawei Y9 -,128,4," 8,599",2,
Samsung Galaxy A16,128,4," 19,999",0,5000
"Samsung GALAXY A15,",128,4," 19,399",1,5000
Samsung Galaxy Note,,," 49,999",0,
"Vivo V40- 6.78,",256,12," 59,198",0,5500
iPhone 14ProMax 256GB,256,," 79,800",0,
smartphone iphone 7,32,2," 10,599",1,
iPhone 14 Pro,,," 120,000",0,
Samsung Galaxy A15,128,4," 19,199",13,5000
smartphone iphone 7,32,2," 10,599",0,
vivo S16 Pro,,," 34,683",0,4600
Samsung Galaxy S21,,12," 59,800",0,5000
Nokia C1 2nd,16,," 6,599",0,2500
"Realme C61 6.74'',",128,6," 15,399",0,5000
vivo S7 5G,,," 15,999",0,4000
iPhone Apple 14PROMAX,,," 130,000",0,
M HORSE Hot,64,4," 8,899",0,5000
Infinix 9HD 6.7,64,3," 10,299",0,5000
Huawei Mate 40,,," 40,879",0,4400
Redmi Note 12,,," 26,694",0,5000
smartPhone iphone 6,32,," 6,799",4,
"Samsung Galaxy A05,",64,4," 11,699",0,5000
Redmi Note 12,,," 25,423",0,5000
Huawei Nova 7,,," 25,199",0,4000
Infinix XPad 256GB4GB,256,," 21,499",0,7000
IPhone 14 PRO,,," 120,000",0,4323
Infinix 9 6.7,64,6," 10,580",0,5000
Huawei Nova 11,,," 32,399",0,4500
"Villaon V20 32GB,",32,2," 6,099",1,3000
OPPO Reno 4,,8," 14,999",0,4020
Xiaomi MIX 4,,," 27,131",0,4500
vivo X60 Pro,,," 31,279",0,4200
vivo S17 Pro,,," 34,731",0,4600
Samsung Galaxy S20,,," 31,200",0,
Samsung Galaxy M04,,8," 15,999",0,000
Infinix Note 40,256,8," 27,250",0,5000
"Vivo V40- 6.78,",256,12," 59,399",0,5500
"Samsung Galaxy A25,",128,6," 24,899",0,5000
OPPO Reno 11,,," 41,999",0,4700
Apple iPhone 11,128,4," 57,000",0,
vivo X90s 5G,,," 52,999",0,4810
OPPO Reno 11,,," 35,244",0,4800
Realme GT Neo5,,," 34,599",0,5500
vivo X90 Pro,,," 64,999",0,4870
XIAOMI Redmi A3X,128,4," 10,899",0,5000
"Vivo V40- 6.78,",256,12," 59,199",0,5500
Redmi Note 13,,," 35,809",0,5000
"XIAOMI Redmi 14C,",,," 14,199",0,5160
Samsung Galaxy Note,,8," 14,999",0,
Huawei Nova 10,,," 25,599",0,4500
Redmi Note 12,,," 29,390",0,5000
iQOO Z5 5G,,," 18,487",0,5000
Oale DBX PRO,64,4," 7,899",0,5075
Vivo y 19S,128,6," 19,499",0,5500
Realme 10 Pro,,," 21,945",0,5000
Arraivals TECNO CAMON,256,," 27,799",0,5000
Redmi Note 11,,," 22,895",0,4500
Huawei P40 Pro,,," 36,788",0,4200
Huawei Nova 8,,," 25,332",0,4000
vivo S18 Pro,,," 50,120",0,5000
Huawei Nova 9,,," 21,999",0,4300
Nokia X20 5G,,," 22,699",0,4470
"Tecno POP 9,",64,6," 12,299",0,
vivo S16e 5G,,," 30,998",0,4600
Samsung Galaxy M35,128,6," 24,999",0,6000
Huawei Enjoy 60,,," 20,897",0,5000
Huawei Nova 10,,," 24,799",0,4000
Huawei Mate30E Pro,,," 36,364",0,4500
vivo S16 5G,,," 25,759",0,4600
Huawei P50 Pro,,," 32,727",0,4360
Vivo s9 5G,,," 26,999",0,4000
vivo X21 Screen,,," 10,999",0,3200
Tecno Camon 30S,256,," 32,499",0,5000
Realme GT Neo2,,," 22,999",0,5000
ON XIAOMI Redmi,,," 16,400",1,5160
Realme 10 Pro,,," 21,273",0,5000
"Itel A70, 6.6,",256,8," 13,299",0,5000
Huawei P30 Pro,,," 27,999",0,4200
OPPO F7 6.2,128,6," 14,900",0,
Nokia X6/6.1plus 32g/64g,,," 7,599",6,3060
Oppo A57 F1,32,3," 7,999",0,
Realme V20 5G,,," 16,999",0,5000
Huawei Mate 10,,," 16,149",0,4000
Huawei Nova 7,,," 19,089",0,4000
OPPO A58 6GB,,6," 25,699",1,5000
Tecno Camon 30S,256,," 33,689",0,5000
Samsung Galaxy A31,,," 14,999",0,5000
Xiaomi Redmi 6,,," 7,999",0,
"XIAOMI Redmi 14C,",,," 13,799",0,5160
Samsung Galaxy Note,,6," 18,999",1,
IPHONE 16 PRO,,12," 211,000",0,
Tecno Camon 30S,256,," 32,489",0,5000
iPhone 11 4GB64G/128G/256GB,256,4," 34,000",0,
Huawei Nova 2s,,," 10,888",0,3340
"Oppo A17k, 6.56,",64,3," 14,999",0,000
Samsung Galaxy A13,64,," 14,999",0,5000
"XIAOMI Redmi A3,",128,4," 11,800",0,5000
IPHONE 16 PRO,256,," 185,000",0,
Samsung Galaxy A25,128,6," 25,880",0,000
"Samsung Galaxy A05S,",128,4," 18,399",0,5000
Realme Q3 5G,,," 16,887",0,5000
"XIAOMI Redmi A3,",128,4," 11,799",0,5000
OPPO A18 4GB,64,4," 14,999",0,
SAMSUNG S21 PLUS,128,8," 44,000",0,
Tecno Camon 30S,256,," 33,199",0,5000
Huawei Mate9 Mate,64,," 7,599",2,
Samsung Galaxy A54,128,8," 38,999",0,5000
GOOGLE PIXEL 9,16,," 168,000",0,
Samsung Galaxy S22,,," 140,000",0,5000
SAMSUNG S20 ULTRA,128,12," 44,000",0,
IPHONE 16 PRO,256,12," 170,000",0,
iphone 12 128GB,128,," 59,800",0,
ARRIVALSamsung Galaxy A25,256,8," 29,980",0,000
"Samsung Galaxy A05,",64,4," 11,599",1,5000
IPHONE 16 PLUS,256,12," 155,000",0,
SAMSUNG GALAXY Z,256,12," 179,000",0,
iPhone 14 Pro,256,," 81,510",0,
Boxed iPhone 13,256,," 158,000",0,
Xiaomi Redmi A3,128,4," 12,999",0,5160
XIAOMI REDMI NOTE,128,," 19,500",0,
SAMSUNG A22 5G,128,4," 17,000",0,
"Realme C61 6.74'',",256,6," 15,199",0,5000
Samsung Galaxy A15,,," 22,499",0,5000
SAMSUNG GALAXY Z,256,12," 110,000",0,
"Realme Note 50,",256,4," 13,999",0,5000
IPHONE 16 PRO,,12," 248,500",0,
SAMSUNG A80 128GB,128,8," 26,999",0,
Oppo A83 4G,,," 9,900",0,3180
Oppo A83 4G,,," 9,999",0,3180
"Vivo V40- 6.78,",256,12," 59,399",0,5500
Mobile tablet 10.1inch,,," 6,694",0,
SAMSUNG A51 4G,128,6," 21,000",0,
"Realme C51 6.74'',",128,4," 14,299",0,5000
VILLAON v20SE//5.0 SCREEN,32,4," 5,399",0,
SAMSUNG S20 FE,,," 40,000",0,
SAMSUNG GALAXY S24,256,12," 131,999",0,
X6B 128GB ROM,128,6," 16,999",0,5200
X6B 256GB ROM,256,6," 17,999",0,5200
Infinix 9 6.7,128,4," 11,599",0,5000
X6B 128GB ROM,128,6," 16,950",0,5200
GALAXY S24 FE,,12," 84,999",0,
X6B 256GB ROM,256,6," 17,999",0,5200
Infinix 9HD 6.7,64,3," 10,999",0,5000
Galaxy S21 Ultra,128,," 54,990",0,
"Infinix HOT 50i,",128,6," 14,199",0,5000
XIAOMI REDMI 8A,64,4," 9,999",0,
X9b 256GB ROM,256,12," 38,999",0,5800
X9b 256GB ROM,256,12," 38,999",0,5800
SAMSUNG A51 4G,128,6," 20,500",0,
Samsung S10 Lite,128,8," 26,999",0,
XIAOMI REDMI NOTE,32,3," 6,100",0,
Infinix 9HD 6.7,64,3," 10,999",0,5000
TECNO CAMON 30S,256,8," 35,900",0,
IPHONE 16 Pro,,8," 195,500",0,4685
ZTE Blade A35,64,12," 10,999",0,
Tecno Camon 30S,128,12," 24,380",0,5000
TECNO SPARK 30,128,8," 17,999",0,000
OPPO Reno8 5G,,," 48,990",0,
TECNO SPARK 30,128,8," 20,999",0,000
TECNO SPARK 30,256,8," 35,900",0,000
H90 5G 512GB,,12," 47,999",0,5000
H90 5G 512GB,,12," 47,950",0,5000
Vivo y 19S,128,4," 16,980",0,5500
Oppo A3x 6.67,64,4," 15,499",0,5100
"Samsung Galaxy A05,",128,4," 12,500",0,5000
H90 5G 256GB,256,8," 39,999",0,5000
H90 5G 256GB,256,8," 39,999",0,5000
Vivo y 19S,128,6," 19,899",0,5500
"REDMI 14C,4GB RAM",128,4," 13,750",0,
Vivo y 19S,128,6," 19,499",0,5500
Samsung galaxy A16,128,4," 19,569",0,
ZTE Blade A55,128,12," 12,499",0,
Iphone 13Mini 128GB,128,," 59,800",0,
Apple Iphone 15PRO,256,," 112,800",0,
Infinix Hot 50,,," 24,980",0,000
Apple iPhone 16,,," 255,000",0,
"Vivo V40- 6.78,",256,12," 59,399",0,5500
Xiaomi civi2 5G,,," 24,951",0,4500
Oppo A3x 6.67,128,4," 18,499",0,5100
iQOO Neo3 5G,,," 19,999",0,4800
iQOO Neo9 5G,,," 40,165",0,5160
OPPO Reno8 Pro5G,,," 35,999",0,4500
vivo X Note,,," 50,350",0,5000
Realme V25 5G,,," 20,999",0,5000
vivo X70 Pro5G,,," 42,989",0,4500
Redmi Note 12R,,," 18,103",0,5000
Realme C55 4g,,," 18,049",0,5000
Renovating LeEco LeEco,,4," 13,999",0,
Oneplus Ace Pro,,," 35,999",0,4800
vivo S15e 5G,,," 25,999",0,4700
iQOO Z6 5G,,," 19,835",0,4500
Oneplus 7 4G,,," 21,708",0,3700
vivo S9e 5G,,," 18,049",0,4100
iQOO Neo8 5G,,," 35,667",0,5000
vivo Y100 5G,,," 29,999",0,5000
Xiaomi Civi 3,,," 32,935",0,4500
vivo S18 5G,,," 32,937",0,5000
"Infinix 9 HD,",64,3," 10,999",0,5000
Redmi Note13R Pro,,," 31,681",0,5000
iQOO Z3 5G,,," 16,999",0,4400
Oneplus Ace2 5G,,," 40,650",0,5000
iQOO Neo8 Pro,,," 37,999",0,5000
Huawei Mate 20,,," 22,999",0,4200
VILLAON V20 SE,,4," 5,988",2,3000
iQOO Neo6 5G,,," 31,499",0,4700
Oneplus 8 5G,,," 26,835",0,4300
Realme GT Neo,,," 23,377",0,4500
Huawei P40 5G,,," 31,641",0,3800
Huawei Enjoy 70,,," 21,724",0,6000
Huawei Enjoy 60x,,," 27,580",0,7000
vivo S17 5G,,," 27,577",0,4600
Redmi Note 12T,,," 24,951",0,5080
Vivo V40 5G,,," 57,600",0,
vivo X90 5G,,," 42,499",0,4810
TECNO SPARK 30,128,8," 17,999",0,000
vivo X80 Pro,,," 49,999",0,4700
Oneplus 8T 5G,,," 24,276",0,4500
Redmi Note 11E,,," 21,242",0,5000
Realme V30 5G,,," 17,999",0,5000
vivo S17t 5G,,," 37,674",0,4600
Redmi Note 11T,,," 23,928",0,4400
"SAMSUNG GALAXY A16,",128,6," 22,999",0,5000
Xiaomi 10s 5G,,," 24,951",0,4780
Huawei Enjoy 60,,," 18,867",0,6000
Vivo s15 5G,,," 30,205",0,4500
Vivo s10 5G,,," 18,699",0,4050
OPPO A3 F7,128,," 7,999",0,3400
Huawei Nova 11,,," 45,999",0,4500
Huawei P20 Pro,,," 14,669",0,4000
vivo S17e 5G,,," 28,899",0,4600
vivo X60 Pro,,," 29,549",0,4200
Oneplus Ace 2V,,," 39,999",0,5000
Oneplus 9 Pro,,," 34,668",0,4500
Xiaomi 11 5G,,," 27,312",0,4600
Redmi Note12 Turbo,,," 29,311",0,5000
Redmi Note 12,,," 19,520",0,5000
vivo S18e 5G,,," 41,505",0,4800
Huawei P50E 4G,,," 30,058",0,4100
iQOO Neo5 SE,,," 26,999",0,4500
"Galaxy A16, 6GB128GB",,6," 22,399",0,
Oneplus 9 5G,,," 27,508",0,4500
Oneplus Ace 3V,,," 42,629",0,5500
Xiaomi 12 5G,,," 27,768",0,4500
OPPO Reno9 Pro,,," 29,948",0,4500
"SAMSUNG GALAXY A16,",256,8," 27,799",0,5000
vivo X80 5G,,," 30,023",0,4500
"XIAOMI Redmi 14C,",,," 14,500",0,5160
