brand,storage,ram,phones_price,reviews,battery
OPPO F9 6GB,128,6," 6,699",0,3500
HUAWEI Y6 PRIME,32,2," 6,400",0,
HUAWEI Y6 PRIME,32,2," 6,200",0,
Tecno Spark 20,256,8," 38,999",0,5000
Tecno CAMON 20,,," 24,199",0,5000
IPHONE 15 PRO,,," 190,000",0,4441
Genuine p70 large,,," 28,600",0,
Samsung Galaxy Z,,," 50,000",0,
REDMI NOTE 11R,128,6," 16,000",0,
XIAOMI Redmi 14C,128,4," 17,499",0,5160
OPPO A53 2020,128,4," 14,999",0,
REDMI NOTE 9T,128,6," 16,999",0,
Samsung Galaxy A35,128,6," 34,689",0,5000
HUAWEEI ENJOY 6S,32,3," 6,000",0,
REDMI NOTE 9T,128,6," 17,000",0,
REDMI NOTE 9T,128,6," 16,800",0,
SAMSUNG A42 5G,128,," 20,500",0,
TECNO CAMON 30S,256,8," 35,900",0,
SAMSUNG A51 4G,128,6," 21,500",0,
Tecno Camon 30S,256,," 32,799",0,5000
"Vivo V40- 6.78,",256,12," 59,199",0,5500
"Vivo V40- 6.78,",256,12," 59,399",0,5500
Blackview Wave 6C,32,2," 9,199",0,5100
"Samsung GALAXY A06,",128,4," 15,799",0,
SAMSUNG A22 5G,128,4," 18,000",0,
SAMSUNG A22 5G,128,4," 17,500",0,
INFINIX HOT 50i,,6," 13,699",0,5000
SAMSUNG A42 5G,128,," 21,000",0,
SAMSUNG A42 5G,128,," 21,500",0,
INFINIX HOT 50i,,6," 13,599",0,5000
REDMI NOTE 11,128,4," 20,500",0,
MIUI/Xiaomi Redmi 13C,,," 46,800",0,
VIVO V40 Experience,,," 59,999",0,5500
"Oppo A3X,IPS LCD",,," 14,999",0,
"Oppo A3X, 6.67,",64,4," 14,799",0,
"Infinix Hot 40i,",256,," 17,799",0,5000
Samsung GALAXY A35,128,8," 34,440",0,
"Realme C61, 6.74,",256,6," 18,899",0,5000
"Vivo V40- 6.78,",256,," 62,399",0,5500
"ITEL S23 PLUS,",128,4," 15,999",0,
"Vivo V40- 6.78,",256,12," 59,199",0,5500
"Samsung GALAXY A06,",64,4," 14,199",0,
XIAOMI Redmi Note,256,8," 28,899",0,5100
EFURBISHED REDMI NOTE,128,6," 16,500",0,
Infinix Hot 50i,,12," 13,540",0,5000
"Realme C30s, 6.5,",64,3," 11,800",0,5000
Tecno Camon 20,256,," 22,899",0,5000
"Tecno Camon 30s,",128,12," 24,999",0,5000
OPPO R15 6GB,128,6," 13,300",0,
XIAOMI REDMI 8A,64,4," 9,500",0,
"Samsung GALAXY A06,",128,4," 15,799",0,
OnePlus 5T 8GB,128,8," 15,400",0,
HUAWEEI ENJOY 6S,32,3," 6,300",0,
HUAWEEI ENJOY 6S,32,3," 6,500",0,
"Tecno Spark 30c,",128,8," 14,699",0,5000
Samsung Galaxy Fold,,," 84,500",0,
Tecno Spark 20,256,8," 39,599",0,5000
"Samsung GALAXY A15,",128,4," 22,399",0,5000
Itel A18 5.0,,," 8,699",0,
"Hot 50 pro,16gb",,," 25,800",0,
OPPO A58 128GB,128,8," 26,999",0,5000
wei/Huawei nova 9,,," 38,000",0,
OPPO Reno3 5g,,8," 15,999",0,4025
SAMSUNG GALAXY S24,256,12," 118,000",0,
"Tecno Spark 30c,",128,8," 14,699",0,5000
Samsung Galaxy S22,,," 99,800",0,
IPHONE 16 PLUS,128,," 142,000",0,
OPPO A58 128GB,128,8," 26,599",0,5000
TECNO SPARK 30,256,8," 20,999",0,000
Itel A50c 6.6'',32,4," 8,499",0,4000
"Samsung Galaxy A05,",128,4," 15,999",0,5000
vivo iQoo Z3,,," 43,990",0,
"Tecno Spark 30c,",128,8," 14,899",0,5000
"Tecno Spark 30,",128,8," 19,689",0,5000
"Samsung Galaxy A05S,",128,4," 18,449",0,5000
"Itel S23 6.6,DISPLAY",128,4," 12,599",0,
Itel A50 4G,,," 11,499",0,5000
Itel P55 PLUS,128,," 14,399",0,5000
Samsung Galaxy A25,128,6," 27,199",0,
"Vivo V40- 6.78,",256,," 62,399",0,5500
"SPARK 20C,4GB RAM",256,4," 16,500",1,
Meizu/Meizu 20 Qualcomm,,," 51,200",0,
"Itel S23 6.6,DISPLAY",128,4," 12,599",0,
"Samsung Galaxy A05,",128,4," 15,999",0,5000
"Tecno Spark 30c,",128,8," 13,699",0,5000
"Vivo V40- 6.78,",256,12," 59,999",0,5500
XIAOMI Redmi Note,,12," 60,999",0,
"Itel S23 6.6,DISPLAY",128,4," 13,599",0,
REDMI NOTE 9T,128,6," 17,500",0,
"Infinix HOT 50i,",128,6," 14,399",0,5000
"ITEL S23 PLUS,",256,8," 24,989",0,
IHONE 16 PLUS,128,8," 139,000",0,
GALAXY SAMSUNG A25,256,8," 34,000",0,
Tecno CAMON 30S,256,," 34,850",0,5000
IPHONE 16 PRO,128,12," 158,000",0,
SAMSUNG S8 64GB,64,," 19,999",0,3500
"SPARK 30C,6.67 INCHES",128,4," 14,850",0,
SAMSUNG GALAXY A55,256,8," 48,000",0,
SAMSUNG S20 FE,,," 44,000",0,
Samsung Galaxy A55,128,," 39,880",0,000
Samsung Galaxy A55,128,," 39,880",0,000
SAMSUNG GALAXY A25,128,6," 29,999",0,
SAMSUNG GALAXY A35,128,6," 38,000",0,
SAMSUNG GALAXY A,128,8," 44,500",0,
"Infinix 9 6.7,128GB",128,4," 11,999",0,5000
Samsung Galaxy A25,128,6," 27,199",0,
Infinix Hot 50,128,," 24,199",0,000
OFFERSXIAOMI Redmi Note,256,8," 24,400",0,5000
"Oppo A3X,IPS LCD",,," 17,599",0,
SAMSUNG GALAXY FLIP6,256,12," 115,599",0,
Redmi Note 11T,,," 22,590",0,5080
Realme C53 6.74'',128,6," 16,999",0,5000
"IPHONE 15 PRO,5G",128,," 146,000",0,3274
"Infinix HOT 50i,",128,6," 14,399",0,5000
Infinix Hot 50i,,6," 13,600",0,
"A18S 5.5 Display,",32,4," 6,990",0,
SAMSUNG GALAXY S9,64,," 23,500",0,
Samsung Galaxy A35,128,6," 33,489",0,5000
"HOLIDAYOFFERS Infinix 8,",64,3," 12,099",0,5000
Samsung Galaxy A25,128,6," 27,199",0,
"Oppo A38,6.56 IPS",128,6," 24,999",0,
Tecno CAMON 20,,," 24,199",0,5000
"Infinix HOT 50i,",128,6," 14,399",0,5000
Tecno CAMON 20,,," 23,380",0,5000
Tecno CAMON 20,,," 23,380",0,5000
"P55 6.6, 128GB",128,12," 12,699",0,5000
Tecno Camon 30S,256,," 32,489",0,5000
"Tecno Camon 30S,",128,6," 23,599",0,5000
Infinix 9 HD'6.7,,6," 10,999",0,
KGTEL X55 5.5INCHES,16,," 5,499",1,3000
SAMSUNG GALAXY S9,64,6," 24,500",0,
Samsung Galaxy A25,128,6," 26,699",0,
SAMSUNG GALAXY A35,256,8," 42,000",0,
Tecno CAMON 20,,," 22,980",0,5000
E-SIM IPHONE 12,128,," 50,000",0,
"A18S 5.5 Display,",32,4," 6,450",0,
Itel P55 PLUS,128,," 13,399",0,5000
"Realme C67 6.72'',",256,," 24,899",0,5000
"Oppo A3X,IPS LCD",,," 15,999",0,
"IPHONE 16 PLUS,5G",128,," 165,000",0,4674
"IPHONE 16,5G 256GB",256,," 161,000",0,3561
"Itel S23 6.6,DISPLAY",128,4," 12,599",0,
"Redmi 14C, 6.88",,," 12,999",0,5160
OPPO RENO 12,,12," 66,999",0,
XIAOMI Redmi Note,,12," 61,199",0,
"XIAOMI Redmi A3,",64,3," 11,199",0,5000
Infinix 9 HD'6.7,,6," 11,499",0,
SAMSUNG S8 TWO,64,," 17,500",0,
Oppo A18 4GB,128,4," 14,375",0,
RENO 12F 5G,256,12," 48,999",0,
"IPHONE 13,5G 128GB",128,," 92,000",0,2815
Tecno Camon 30S,256,," 32,499",0,5000
"SPARK 30C,IPS LCD",128,4," 14,400",0,
"Itel A60s, 6.6,",128,4," 12,200",0,5000
Infinix HOT 50i,128,6," 14,100",0,
Galaxy Z Fold4,,," 85,000",0,
"Tecno Camon 30,",256,," 27,999",0,5000
POP 9 128GB,128,6," 12,999",0,
Tecno Camon 30S,256,," 33,199",0,5000
XIAOMI REDMI NOTE,,," 38,000",0,
SAMSUNG GALAXY A16,128,4," 23,500",0,
Samsung Galaxy A25,256,8," 32,989",0,5000
SAMSUNG GALAXY A35,128,6," 40,000",0,
Galaxy Note20 Ultra,128,," 54,490",0,
"SPARK 30C,4GB RAM",,4," 14,750",0,
Samsung A35 5G,128,6," 48,999",0,5000
Samsung Galaxy A35,128,6," 33,489",0,5000
Huawei nova 5.0inch,,4," 6,099",0,3020
"Tecno Spark 30,",128,8," 18,499",0,5000
IPHONE 11 PROMAX,,," 80,000",0,
OPPO RENO 12F,256,8," 39,999",0,
"SPARK 20C,UPTO 12GB",256,12," 15,800",0,
SAMSUNG GALAXY A04E,32,3," 11,499",0,
"Spark 30c, 6.67''",128,8," 14,785",0,5000
XIAOMI Redmi Note,256,8," 21,999",0,5000
SAMSUNG GALAXY S24FE,256,8," 82,000",0,
Samsung Galaxy Tab,128,," 35,000",0,
"SAMSUNG GALAXY A16,",128,4," 19,989",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,189",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,689",0,5000
Oppo A3 8GB,,8," 28,665",0,
Infinix hot 50,256,," 25,499",0,
OPPO F9 Color:,,4," 7,699",0,3500
SAMSUNG GALAXY A15,128,6," 24,999",0,
XIAOMI Redmi A3,128,4," 12,299",0,5000
"Infinix HOT 50i,",128,," 14,450",0,
"REDMI 14C,6GB RAM",,6," 14,700",0,
"SAMSUNG GALAXY A16,",128,4," 21,198",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,198",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,198",0,5000
Infinix 9 6.7,128,4," 12,799",0,
"SAMSUNG GALAXY A16,",256,8," 27,299",0,5000
Xiaomi 11 Ultra,,," 39,949",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,199",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,690",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,690",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,990",0,5000
"SAMSUNG GALAXY A16,",256,8," 28,999",0,5000
"Tecno POP 9,",128,3," 13,999",0,
Itel A80 6.7,,4," 11,899",0,5000
Infinix 9 6.7,128,4," 13,499",0,
Itel A06 6.6”,32,4," 8,999",0,4000
"REDMI A3,IPS LCD",,," 11,890",0,
Vivo Y28 4G,,," 21,500",0,
Infinix 9 6.7,128,4," 12,299",0,
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
XIAOMI Redmi Note,256,8," 22,999",0,5000
"GALAXY A06,PLS LCD",128,," 17,000",0,
iPhone XR Changed,,," 29,999",2,
Tecno Pop 9,64,3," 11,500",0,
VILLAON V40s 6.52,64,," 8,999",0,4000
Note 40 All,,," 36,999",0,
Vivo Y03 -,128,4," 20,999",0,5000
Samsung Galaxy S20,128,12," 39,999",0,
"Vivo Y18, 6.8,",128,6," 17,495",0,5000
OPPO Reno7 5G,,12," 25,940",1,
Tecno spark 30,,," 22,499",0,
Oppo A3x 4G,64,4," 14,800",0,
Oppo A3 4G,128,6," 23,000",0,
Oppo Reno 12,,12," 66,799",0,5000
"VILLAON V30 RS,",128,4," 10,399",0,5000
Vivo V30 Lite,,," 33,200",0,
"SAMSUNG GALAXY A16,",256,8," 26,599",0,5000
"SAMSUNG GALAXY A16,",256,8," 26,599",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,199",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,999",0,5000
"SAMSUNG GALAXY A16,",256,8," 27,299",0,5000
"SAMSUNG GALAXY A16,",256,8," 27,599",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,199",0,5000
"SAMSUNG GALAXY A16,",256,8," 27,599",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,199",0,5000
"SAMSUNG GALAXY A16,",256,8," 27,799",0,5000
"SAMSUNG GALAXY A16,",256,8," 27,299",0,5000
"SAMSUNG GALAXY A16,",256,8," 26,599",0,5000
"SAMSUNG GALAXY A16,",256,8," 26,599",0,5000
Infinix Hot 50,256,," 23,999",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,690",0,5000
XIAOMI Redmi A3x,128,4," 11,199",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,190",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,190",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 23,199",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 21,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 21,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 21,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 22,699",0,5000
"SAMSUNG GALAXY A16,",128,6," 22,699",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 22,999",0,5000
"SAMSUNG GALAXY A16,",128,6," 22,999",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
"SAMSUNG GALAXY A16,",128,4," 19,990",0,5000
Vivo Y03 Key,64,4," 12,800",0,
SAMSUNG GALAXY A55,256,8," 50,999",0,
Samsung Galaxy A25,128,6," 26,999",0,000
Samsung Galaxy A25,128,6," 26,999",0,000
Infinix Hot 50,128,," 26,199",0,000
"Itel S24,IPS LCD",128,8," 15,699",0,
SamSung galaxy A24,,6," 26,499",0,5000
SamSung galaxy A24,,6," 25,999",0,5000
Samsung Galaxy A25,128,6," 26,999",0,000
SAMSUNG GALAXY A55,128,8," 44,999",0,
"Tecno POP 9,",64,3," 12,799",0,
"Realme Note 50,",128,4," 11,499",0,5000
"Realme Note 50,",256,4," 12,799",0,5000
"Realme Note 50,",64,3," 9,999",0,5000
"Realme Note 50,",64,3," 9,999",0,5000
"Realme Note 50,",128,4," 12,199",0,5000
"Realme Note 50,",256,4," 13,999",0,5000
"Realme Note 50,",64,3," 10,699",0,5000
"Realme Note 50,",64,3," 10,699",0,5000
"Realme Note 50,",128,4," 12,699",0,5000
"Realme Note 50,",64,3," 11,199",0,5000
"Realme Note 50,",64,3," 11,199",0,5000
"Realme Note 50,",64,3," 10,699",0,5000
"Realme Note 50,",64,3," 10,699",0,5000
"Realme Note 50,",128,4," 12,199",0,5000
"Realme Note 50,",128,4," 12,199",0,5000
"Realme Note 50,",256,4," 13,999",0,5000
"Realme Note 50,",256,4," 13,499",0,5000
"Realme Note 50,",256,4," 13,499",0,5000
SAMSUNG GALAXY A06,128,4," 16,500",0,
"Realme Note 50,",128,4," 11,499",0,5000
Samsung Galaxy A25,128,6," 26,999",0,000
Apple iPhone 13,256,," 79,899",0,
Samsung Galaxy A25,128,6," 26,999",0,000
Oppo Reno 12F,256,8," 44,500",0,
"XIAOMI Redmi A3,",128,4," 12,199",0,5000
"XIAOMI Redmi A3,",64,3," 10,999",0,5000
"XIAOMI Redmi A3,",128,4," 11,999",0,5000
"XIAOMI Redmi A3,",128,4," 11,999",0,5000
"XIAOMI Redmi A3,",128,4," 10,999",0,5000
"XIAOMI Redmi A3,",64,3," 10,999",0,5000
"XIAOMI Redmi A3,",128,4," 10,999",0,5000
"XIAOMI Redmi A3,",64,3," 10,999",0,5000
"XIAOMI Redmi A3,",64,3," 9,999",0,5000
"XIAOMI Redmi A3,",64,3," 9,999",0,5000
Xiaomi Redmi Note,,," 20,999",1,5160
"Oppo A3,IPS LCD",256,," 29,399",0,
"XIAOMI Redmi A3,",64,3," 9,999",0,5000
"Oppo A3X,IPS LCD",128,4," 18,699",0,
SAMSUNG GALAXY A06,64,4," 14,700",0,
iPhone 13 Pro,,6," 79,999",0,
iPhone 13 Pro,,," 79,999",0,
"GALAXY A16 5G,SUPER",128,4," 19,500",0,
"XIAOMI REDMI 14C,IPS",,," 13,899",0,
Vivo Y18 4G,128,6," 17,100",0,
VILLAON v20SE//5.0 SCREEN,32,4," 4,750",3,
SamSung galaxy M04,64,4," 13,679",0,5000
Oppo A3X 6.6,128,," 18,499",0,5000
SAMSUNG NOTE 20,256,12," 54,500",1,
Boxed iphone 13PROMAX,256,," 118,000",0,
Apple iPhone 14,256,," 94,905",0,
Samsung Note 20,,," 53,000",0,
Infinix Hot 50,128,," 26,199",0,000
Infinix Hot 50,128,," 26,499",0,000
XIAOMI Redmi Note,128,6," 20,199",0,5000
Oppo Reno 12F,256,8," 36,500",0,
"Blackview A52 Pro,",128,4," 11,899",0,5180
"Blackview A52 Pro,",128,6," 13,499",0,5180
"Blackview A52 Pro,",128,4," 11,599",0,5180
Infinix Hot 50,,," 27,889",0,000
"Itel A70 Awesome,6.6",128,8," 10,399",0,
"Itel A70 Awesome,6.6",128,8," 10,399",0,
"Itel A70 Awesome,6.6",128,8," 10,399",0,
"Itel A70 Awesome,6.6",128,8," 11,399",0,
"Itel A70 Awesome,6.6",128,8," 11,399",0,
"Itel A70 Awesome,6.6",128,8," 11,399",0,
"Itel A70 Awesome,6.6",128,8," 11,399",0,
"Itel A70 Awesome,6.6",128,8," 11,399",0,
Itel P65 128GB,128,4," 14,199",0,500
Itel P65 128GB,128,4," 13,699",0,500
Itel P65 128GB,128,4," 13,999",0,500
Itel P65 128GB,128,4," 13,999",0,500
Itel P65 128GB,128,4," 13,699",0,500
Itel P65 128GB,128,4," 14,199",0,500
Itel P65 128GB,128,4," 13,699",0,500
"Itel A70 Awesome,6.6",128,8," 11,399",0,
"Itel A70 Awesome,6.6",128,8," 11,399",0,
"Itel A70 Awesome,6.6",128,8," 11,599",0,
"Itel A70 Awesome,6.6",128,8," 11,599",0,
REDMI NOTE 11,128,4," 20,000",0,
"Vivo V40- 6.78,",256,12," 59,199",0,5500
"Vivo V40- 6.78,",256,12," 59,399",0,5500
Samsung Galaxy A25,256,8," 32,999",0,000
Samsung Galaxy A25,128,6," 26,999",0,000
Samsung Galaxy F04,64,4," 13,999",0,5000
"VILLAON V30 RS,",128,4," 11,099",0,5000
"VILLAON V30 RS,",128,4," 11,099",0,5000
Samsung Galaxy A25,128,6," 26,499",0,000
Samsung Galaxy A25,256,8," 33,999",0,000
Samsung Galaxy A25,128,6," 26,499",0,000
"XIAOMI Redmi A3,",64,3," 10,999",0,5000
"XIAOMI Redmi A3,",64,3," 11,199",0,5000
"XIAOMI Redmi A3,",64,3," 11,199",0,5000
"XIAOMI Redmi A3,",128,4," 12,199",0,5000
Infinix Hot 50,128,," 24,699",0,000
Infinix Hot 50,128,," 23,499",0,000
Samsung Galaxy A25,256,8," 33,799",0,000
Samsung Galaxy A25,256,8," 33,799",0,000
Samsung Galaxy A25,128,6," 25,999",0,000
Samsung Galaxy A25,256,8," 25,999",0,5000
OFFERSSamsung Galaxy A25,256,8," 33,699",0,5000
"XIAOMI REDMI 14C,SCREEN",128,4," 13,290",0,
Blackview Shark 8,256,," 19,800",0,
Samsung Galaxy A25,256,8," 33,499",0,000
"XIAOMI Redmi A3x,",64,3," 10,500",0,5000
"Blackview A52 Pro,",128,6," 12,499",0,5180
"Blackview A52 Pro,",128,4," 10,899",0,5180
SAMSUNG GALAXY A15,128,4," 18,999",0,
Samsung Galaxy A25,128,6," 25,999",0,000
OFFERSSamsung Galaxy A25,256,8," 33,499",0,000
OFFERSSamsung Galaxy A25,256,8," 33,699",0,000
Samsung Galaxy A25,128,6," 25,999",0,5000
Samsung Galaxy A25,128,6," 26,499",0,000
Samsung Galaxy A25,256,8," 32,999",0,000
Samsung Galaxy A25,256,8," 33,999",0,000
Samsung Galaxy A25,256,8," 33,999",0,000
Samsung Galaxy A25,256,8," 32,999",0,000
Samsung Galaxy A25,256,8," 33,799",0,000
Samsung Galaxy A25,256,8," 33,799",0,000
Samsung Galaxy A25,128,6," 26,999",0,000
XIAOMI Redmi Note,128,8," 20,459",0,5000
XIAOMI Redmi Note,256,8," 22,949",0,5000
XIAOMI Redmi Note,256,8," 23,149",0,5000
XIAOMI Redmi Note,128,8," 20,459",0,5000
XIAOMI Redmi Note,128,8," 21,459",0,5000
XIAOMI Redmi Note,128,8," 21,659",0,5000
XIAOMI Redmi Note,128,8," 21,659",0,5000
XIAOMI Redmi Note,128,8," 20,459",0,5000
XIAOMI Redmi Note,128,8," 21,659",0,5000
XIAOMI Redmi Note,128,8," 21,459",0,5000
XIAOMI Redmi Note,128,8," 21,459",0,5000
XIAOMI Redmi Note,256,8," 21,949",0,5000
XIAOMI Redmi Note,256,8," 21,949",0,5000
XIAOMI Redmi Note,256,8," 21,949",0,5000
"Nokia 5310 ,",,," 2,600",0,1200
"XIAOMI Redmi 14C,",,," 15,759",0,5160
"XIAOMI Redmi 14C,",,," 13,899",0,5160
iPhone 13 Pro,256,," 79,899",0,
Apple iPhone 13pro,256,," 79,999",0,
Infinix Hot 50,,," 27,889",0,000
Infinix Hot 50,,," 26,889",0,000
Infinix Hot 50,,," 28,089",0,000
VILLAON v20SE//5.0 SCREEN,32,4," 5,450",0,
iPhone 13 5G,,," 79,899",0,
"Samsung GALAXY A06,",128,6," 18,299",0,
OPPO A57. Battery:,,," 4,999",0,2900
Itel S23 plus,128,8," 14,999",0,5000
Infinix Hot 50,128,," 23,499",0,000
"XIAOMI Redmi 14C,",,," 15,559",0,5160
"XIAOMI Redmi 14C,",,," 15,559",0,5160
"XIAOMI Redmi 14C,",,," 15,559",0,5160
"XIAOMI Redmi 14C,",,," 15,759",0,5160
"XIAOMI Redmi 14C,",,," 14,359",0,5160
"XIAOMI Redmi 14C,",,," 14,359",0,5160
"XIAOMI Redmi 14C,",,," 15,759",0,5160
"XIAOMI Redmi 14C,",,," 15,559",0,5160
"XIAOMI Redmi 14C,",,," 17,429",0,5160
"XIAOMI Redmi 14C,",,," 17,429",0,5160
"XIAOMI Redmi 14C,",,," 15,759",0,5160
"Blackview A52 Pro,",128,6," 13,499",0,5180
"Blackview A52 Pro,",128,4," 11,899",0,5180
"Blackview A52 Pro,",128,6," 13,699",0,5180
"Blackview A52 Pro,",128,6," 13,199",0,5180
"Blackview A52 Pro,",128,6," 13,199",0,5180
"Blackview A52 Pro,",128,4," 11,599",0,5180
"Blackview A52 Pro,",128,4," 12,099",0,5180
"Blackview A52 Pro,",128,6," 13,699",0,5180
Apple IPhone XR,128,3," 28,500",0,
"Oppo A98 5G,6.72,64MP,",256,8," 38,000",0,5000
iPhone 14 Pro,,," 89,000",0,
Tecno Camon 30S,256,," 33,499",0,5000
Tecno Camon 30S,256,," 33,499",0,5000
Tecno Camon 30S,256,," 33,199",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
ITEL A04 2GB,32,2," 10,000",0,000
Infinix Hot 50,,," 26,889",0,000
Infinix Hot 50,,," 27,889",0,000
Infinix Hot 50,,," 26,889",0,000
Infinix Hot 50,,," 27,589",0,000
"Blackview SHARK 8,",256,8," 19,989",0,5000
"Blackview SHARK 8,",256,8," 19,989",0,5000
"Realme C30s, 6.5,",64,3," 10,198",0,5000
"Realme C30s, 6.5,",64,3," 9,198",0,5000
"Realme C30s, 6.5,",64,3," 9,199",0,5000
"Realme C30s, 6.5,",64,3," 9,199",0,5000
"Realme C30s, 6.5,",64,3," 10,198",0,5000
Infinix Hot 50,256,," 28,999",0,5000
ITEL A04 2GB,32,2," 10,000",0,000
"VILLAON V30 RS,",128,4," 11,599",0,5000
"VILLAON V30 RS,",128,4," 11,599",0,5000
"XIAOMI Redmi 14C,",,," 16,419",0,5160
"XIAOMI Redmi 14C,",,," 17,419",0,5160
"XIAOMI Redmi 14C,",,," 16,419",0,5160
"XIAOMI Redmi 14C,",,," 17,619",0,5160
"XIAOMI Redmi 14C,",,," 17,619",0,5160
"XIAOMI Redmi 14C,",,," 17,619",0,5160
"XIAOMI Redmi 14C,",,," 17,419",0,5160
"XIAOMI Redmi 14C,",,," 17,419",0,5160
X6B 128GB ROM,128,6," 17,799",0,5200
X6B 128GB ROM,128,6," 17,999",0,5200
X6B 128GB ROM,128,6," 17,999",0,5200
X6B 128GB ROM,128,6," 16,999",0,5200
X6B 256GB ROM,256,6," 17,999",0,5200
X6B 128GB ROM,128,6," 17,999",0,5200
X6B 256GB ROM,256,6," 18,999",0,5200
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 38,999",0,5800
X6B 128GB ROM,128,6," 16,949",0,5200
X6B 256GB ROM,256,6," 18,999",0,5200
X6B 256GB ROM,256,6," 17,999",0,5200
X6B 128GB ROM,128,6," 17,499",0,5200
X6B 128GB ROM,128,6," 16,949",0,5200
X6B 128GB ROM,128,6," 17,699",0,5200
X6B 256GB ROM,256,6," 18,999",0,5200
Tecno Camon 30S,256,," 31,995",0,5000
Samsung Galaxy A55,256,8," 50,999",0,5000
Samsung Galaxy A55,256,8," 51,899",0,5000
Samsung Galaxy A55,128,8," 45,999",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
Tecno Camon 30S,256,," 31,999",0,5000
Tecno Camon 30S,256,," 32,999",0,5000
SAMSUNG S7 4GB/32GB,32,4," 8,500",1,
XIAOMI Redmi Note,256,8," 28,499",0,5100
"Galaxy A16, 6GB128GB",,6," 21,998",0,
X6B 128GB ROM,128,6," 17,699",0,5200
"X9B, 6.78 inches,",,12," 39,499",0,5800
"X9B, 6.78 inches,",,12," 38,999",0,5800
"X9B, 6.78 inches,",,12," 39,499",0,5800
X6B 256GB ROM,256,6," 18,799",0,5200
Samsung Galaxy A55,256,8," 51,499",0,5000
Vivo Y19s 6.68'',,," 17,999",0,5000
Vivo Y19s 6.68'',,," 17,499",0,5000
Vivo Y19s 6.68'',,," 17,699",0,5000
Vivo Y19s 6.68'',,," 17,799",0,5000
Vivo Y19s 6.68'',,," 18,899",0,5000
Tecno Camon 30S,256,," 32,450",0,5000
Tecno Camon 30S,256,," 32,450",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
OFFERSTecno Camon 30S,256,," 32,799",0,5000
OFFERSTecno Camon 30S,256,," 32,799",0,5000
Tecno Camon 30S,256,," 32,899",0,5000
Tecno Camon 30S,256,," 32,699",0,5000
"Galaxy A16, 4GB128GB",,4," 19,499",0,
"Galaxy A16, 4GB128GB",,4," 20,899",0,
"Galaxy A16, 8GB256GB",,8," 25,999",0,
"Galaxy A16, 4GB128GB",,4," 19,999",0,
"Galaxy A16, 8GB256GB",,8," 27,499",0,
"Galaxy A16, 6GB128GB",,6," 21,998",0,
"Galaxy A16, 6GB128GB",,6," 22,799",0,
"XIAOMI REDMI A3X,3GB",64,3," 10,600",0,
Iphone 12,,," 43,000",0,
"Galaxy A06, 6.7''",128,6," 17,799",0,5000
Samsung Galaxy A54,128,8," 39,999",0,5000
"Galaxy A16, 4GB128GB",,4," 19,999",0,
"Galaxy A16, 4GB128GB",,4," 19,998",0,
"Galaxy A16, 4GB128GB",,4," 20,799",0,
"Galaxy A16, 8GB256GB",,8," 26,699",0,
"Galaxy A16, 8GB256GB",,8," 26,999",0,
"Galaxy A16, 8GB256GB",,8," 26,999",0,
"Galaxy A16, 4GB128GB",,4," 19,499",0,
"Galaxy A16, 4GB128GB",,4," 20,399",0,
"Galaxy A16, 8GB",256,8," 26,999",0,
"Galaxy A16, 8GB256GB",,8," 27,799",0,
"Galaxy A16, 8GB256GB",,8," 27,899",0,
