cooktop_name,cooktop_reviews,cooktop_price
"Tianlong Gas Burner And Valve kitchen accessories grills burnersMatchstick ignition No batteries required Stainless steel body, easy to clean Takes up only a minimum kitchen space Stainless steel gas",(0),KSh 477
Electric Cooker + FREE STEAM IRON BOX,(0),"KSh 1,799"
Single Electric Coil + Lyons Dry Iron Box,(0),"KSh 1,799"
Generic Electric Single Burner Hot Plate,(0),KSh 999
Generic Portable Electric Hot Plate + NonStick Pan + NonStick Spoons,(0),"KSh 1,849"
Single spiral hot plate + free kettle,(0),"KSh 1,799"
"2 Burner Gas Stove,Stainless Steel (Silver)+ FREE Gas Regulator, Gas Pipe And Four Non Stick Spoons",(0),"KSh 2,899"
Table Top Gas Cooker Stainless Steel With Gas Pipe And Gas Regulator,(0),"KSh 2,699"
Table Top Gas Cooker + FREE Pipe + 6kg Regulator + Tightener,(0),"KSh 3,999"
Nunix Gas Cooker Stainless Steel,(0),"KSh 3,999"
Family Home Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,200"
kitchen Nunix Stainless Steel 2 Burner,(0),"KSh 2,199"
VELTON Two Burner Tabletop Gas Cooker Stainless Steel - Black,(0),"KSh 2,750"
"3 burner stainless cookerWhirlwind burnersAuto ignitionTop quality assurance
Low pressure
Stainless steel body
​",(0),"KSh 3,634"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,645"
Hr Strong Non-leak Meko Gas Burner,(0),KSh 689
Generic Electric Tabletop Double Hotplate SOLID Cooker,(0),"KSh 2,299"
Generic Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,100"
Generic Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,049"
Modern Double Electric Hotplate -Cooker,(0),"KSh 2,900"
Sokany Radiant Portable Hot Plate Electric Cooker,(0),"KSh 5,500"
Induction cooker double  3500watts Multi-functional Touch Electric Ceramic Cooker,(0),"KSh 10,125"
Eurochef Black burner,(0),"KSh 2,480"
nunix 4 burners,(0),"KSh 4,499"
Lyons BLACK Two Burner GAS Cooker/stove WITH Strong Glass Top,(0),"KSh 7,998"
Nunix Table Top Double Burner Gas Stove Cooker - 2 Burner,(0),"KSh 2,999"
Nunix 2 Banner Glass Top Stove Double Burner,(0),"KSh 3,749"
Sokany Single Plate Halogen Induction Electric Cooker,(0),"KSh 4,799"
Generic Strong Non-leak Meko Gas Burner Strong and durable Non leak Strong regulating knob Does not change color due to burn Can be used on any type of,(0),KSh 699
Eurochef double plate electric cookerHas efficient energy consumption with automatic switch temperature control,(0),"KSh 2,325"
Ipcone Glass Top Double Burner Gas Stove Table Top Cooker,(0),"KSh 3,500"
"3+1 Sarahtech 50×50  standing cooker Oven & Grill: Prepare your food in other ways other than direct cooking.‎ Its equipped with a Turnspit (Chicken Rotisserie), the oven and grill‎ make this happen f",(0),"KSh 30,375"
"Premier 4-Gas Cooker,Auto-Ignition +GIFTS",(0),"KSh 13,000"
2 burner Amaze glass inbuilt hob cooker  It provides even distribution of heat and emits less wasted heat than electric stoves‎‎‎.‎‎‎,(0),"KSh 7,425"
gas burner,(0),KSh 750
gas burner,(0),KSh 750
Table top kitchen single burner Gas Cooker,(0),"KSh 2,241"
Automatic ignition kitchen table top 4 burner,(0),"KSh 4,599"
Automatic ignition kitchen table top 4 burner,(0),"KSh 4,736"
Package Details：1 x 10000mAh power bank with retail box1 x Charging Cable1 X Use Manual1 X USB light,(0),"KSh 2,399"
Table top infrared  3 burners kitchen table top with termpered  glass,(0),"KSh 5,999"
Electric Single Coiled Burner White As per picture,(0),"KSh 1,663"
KILLMALL BLACK FRIDAY FLASH SALE BEST PRICES ONLY KSH 2799 Two Burner Tabletop Cooker BEST QUALITY BEST IN ENERGY SAVING,(0),"KSh 2,799"
Single burner gas stove Cooker It provides even distribution of heat and emits less wasted heat than electric stoves.,(0),"KSh 1,925"
"Two Burners Table Top Gas Cooker Stainless Steel 
Auto Ignition
- Durable
- Saves Energy
- Easy to use
Affordable‎",(0),"KSh 2,799"
Jikokoa QUALITY MODERN CHARCOAL STOVE.,(0),"KSh 6,000"
Quality Affordable Eurochef- 3+1 Table top cooker Gas Cooker Burner Stove,(0),"KSh 9,999"
Eurochef Table Top Two Burner Gas Cooker,(0),"KSh 6,999"
Jikokoa Xtra Stove   Kitchen & Dining room appliances,(0),"KSh 5,799"
Generic Electric Tabletop Double Hotplate Coil Cooker,(1),"KSh 2,140"
nunix 4 burners,(0),"KSh 4,350"
"Amphia Gas Burner And Valve kitchen accessories grills burnersMatchstick ignition No batteries required Stainless steel body, easy to clean Takes up only a minimum kitchen space Stainless steel gas",(0),KSh 499
Amaze Tampered Glass Table Top Double Burner Gas Stove / Cooker,(0),"KSh 3,395"
OFFER Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,999"
VELTON 2 Burner Gas Stove/ Gas Cooker - Stainless Steel,(0),"KSh 2,399"
Two Burner Gas Table Top Cooker,(0),"KSh 4,799"
Stainless Steel 2 Burner Gas Stove,(0),"KSh 3,299"
Table top infrared 3 burners kitchen table top with termpered glass,(0),"KSh 5,999"
Table top electric kitchen double coil,(0),"KSh 2,839"
Stainless steel table top kitchen double burner,(0),"KSh 3,300"
Table top infrared  3 burners kitchen table top with termpered  glass,(0),"KSh 5,999"
Nunix 4 Burner 3 gas +1 electric table top cooker - recommended,(0),"KSh 6,380"
Generic Quality Electric Cooker / Single Sprial Hotplate,(0),KSh 899
Generic Quality Electric Cooker / Single Sprial Hotplate,(0),KSh 899
Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,(0),"KSh 5,399"
Modern Electric Hotplate,(0),"KSh 1,399"
Electric kitchen double hot plate.,(0),"KSh 3,208"
Nunix table top auto ignaition 4 gas burner.,(0),"KSh 5,348"
Generic Strong Stainless Steel Double Burner Table Top Gas Cooker,(0),"KSh 2,990"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 3,199"
"Jiko Koa The jiko also allows customers to cook on larger sufurias with new larger pot supports. Reduces charcoal use by 60 percent, and produces 64 percent less smoke. Cook on larger sufurias with new larger pot supports. Increased",(0),"KSh 4,650"
Nunix LT04-02 - 3 Gas Burner + 1 electric Table Top Cooker Silver 3 + 1 Nunix 4 gas burner default,(0),"KSh 6,190"
Nunix 4 Burner Table Top Gas Cooker Stove With Electric Hot Plate Silver one size,(0),"KSh 9,800"
Single Plate Halogen Induction Electric Cookeringle plate halogen electric induction cooker prepares food faster with the help of its energy-efficient property.,(0),"KSh 4,650"
kitchen Jikokoa Classic Stove - Black,(0),"KSh 4,188"
AILYONS Stainless Steel 2 Burner Gas Stove + Regulator & @ Gas Pipe,(0),"KSh 2,760"
Roch glass 3-Burner Automatic Gas Cooker,(0),"KSh 4,199"
Modern Single Flattop Electric Hotplate Cooker/burner,(0),"KSh 1,399"
Double Electric Hotplate -Cooker/burner,(0),"KSh 2,389"
Single burner gas stove Cooker  Glass Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker,(0),"KSh 1,925"
HIGH QUALITY Automatic Two / 2-Burner Table Top Gas Cooker coated black live star,(0),"KSh 3,085"
Nunix 2-Burner Table Glass Top Gas Cooker,(0),"KSh 3,047"
Generic Strong Non-leak Meko Gas Burner,(0),KSh 499
Nunix Auto Ignition Glass Top Infrared Gas Stove Double Burner-2 Burner durable stainless steel body Brass fire cover against high temperature deformation  Low gas consumption Stain resistant,(0),"KSh 3,500"
Induction cooker,(0),"KSh 4,399"
Single Plate Halogen Induction Electric Cooker,(0),"KSh 4,490"
2 BURNER GAS COOKER,(0),"KSh 2,399"
Nunix 3gas plus One Electric Table Top Cooker,(0),"KSh 6,299"
"Glass top Auto Ignition with Japanese piezo Eurochef Table Top Gas Cooker,2 BURNER WITH A STRONG GLASSQuality Performance Quality is designed into the product from its conception.",(0),"KSh 3,375"
Electric coil Cooker,(0),"KSh 2,300"
Double table top electric hot plate cooker,(0),"KSh 2,599"
Table top electric coil cooker,(0),"KSh 2,299"
"ipcone glass cooker Glass top double swirl burner saving 20% gas 
Auto ignition system 
durable stainless steel body
Brass fire cover against high temperature",(0),"KSh 3,075"
Nunix Table Top Double Burner Gas Cooker + Pipe & Regulator  Gas Cookers,(1),"KSh 2,799"
2-Burner Table Glass Top Gas Cooker Eurochef mettalic table burner very easy to clean,(0),"KSh 2,653"
Meko Gas Cylinder Cooking Grill,(0),KSh 499
Sathiya High Quality Glass Top Double Burner Gas Stove / Cooker,(0),"KSh 9,600"
Modern Double Electric Hotplate -Cooker,(0),"KSh 2,690"
Premier Auto-Ignition  4 Burner Gas Cooker,(0),"KSh 6,950"
2 Burner Gas Stove - stainless,(0),"KSh 3,499"
Quality 4 Gas Burner Cooker With Stand and Shelves,(0),"KSh 9,250"
10pcs Heavy Granite Nonstick Cooking Pots Sufuria Set,(0),"KSh 9,190"
Double spiral kitchen hot plate,(0),"KSh 2,999"
Double spiral kitchen hot plate,(0),"KSh 3,199"
Two burner Auto Ignition cooker now selling,(0),"KSh 3,150"
Nunix double burner with glass top,(0),"KSh 3,799"
Table top Nunix kitchen Double Burner Gas Cooker,(0),"KSh 3,657"
Table top  Nunix Double Burner kitchen Gas Cooker,(0),"KSh 3,683"
Two burner cooker Auto Ignition Durable Saves Energy Easy to use.,(0),"KSh 2,799"
3 Burners Glass top Table Stove Gas Cooker,(0),"KSh 5,100"
Quality Sokany Original Single Plate Halogen Induction Electric Cooker,(0),"KSh 4,210"
"Eurochef Table Top Gas Cooker,2 BURNER WITH A STRONG GLASS",(0),"KSh 3,499"
Kerosene Kitchen Cooking Stove Model,(0),"KSh 2,417"
Nunix Glass Table Top Gas Stove 2 Burner Double Burners Cooker GC-004,(0),"KSh 3,499"
Nunix Table Top 4 Burner Gas Cooker + FREE 6kg Regulator & Gas,(0),"KSh 5,680"
Nunix Auto Ignition 2 Burner Glass Top,(0),"KSh 3,957"
Veigapro Glass Tampered Table Top Double Burner Gas Cooker Black,(0),"KSh 3,299"
Double electric Coil,(0),"KSh 2,399"
(PROMOTION)Nunix sc002,(0),"KSh 2,910"
Automatic ignition kitchen table top 4 burner,(0),"KSh 4,561"
Single electric Coil,(0),"KSh 14,999"
Electric 7 Pc Egg Cooker Boiler Steamer Poacher,(0),"KSh 1,499"
Metallic 4 Gas  burner cooker- Table top with  Lid,(0),"KSh 5,799"
Legacy Cooker Hob 5 Gas Built-In 60MX 90cm,(0),"KSh 34,999"
Sokany Single Plate Halogen Induction Electric Cooker,(0),"KSh 5,899"
Nunix Auto Ignition Table Top 2 Burner Gas Cooker,(0),"KSh 2,499"
Ailyons Glass Table Top Gas Stove 2 Burner Double Burners Cooker,(0),"KSh 3,399"
Nunix Glass Table Top Gas Stove 3 Burner Double Burners Cooker,(0),"KSh 3,499"
Nunix Glass Table Top Gas Stove 2 Burner Double Burners Cooker,(0),"KSh 3,499"
Nunix Glass Table Top Gas Stove 3 Burner Double Burners Cooker,(0),"KSh 3,999"
Single Spiral Electric Cooker Hot Coil,(0),"KSh 1,099"
Eurochef Table Top Gas Stove 2 Burner Double Burner Cooker,(0),"KSh 2,199"
"Nunix Gas Stove Table Top Stainless Steel Double Burner, SS01",(0),"KSh 2,575"
Eurochef Table Top Gas Stove 2 Burner Double Burner Cooker,(0),"KSh 2,199"
Nunix  4 Gas Burner Table Top Cooker,(0),"KSh 5,150"
"Nunix Gas Stove Table Top Stainless Steel Double Burner, SS01",(0),"KSh 2,575"
OFFER Xtra Size: Largest modern consumer charcoal  Kitchen & Dining room appliances,(0),"KSh 5,700"
"Rashnik Gas Burner And Valve kitchen accesories grills burnersMatchstick ignition No batteries required Stainless steel body, easy to clean Takes up only a minimum kitchen space Stainless steel gas",(0),KSh 499
Marwa 30Pcs Stainless Steel Germany Cookware Set kitchen appliances Long lasting stainless steel Dishwasher Safe Easy To Clean Stylish And Durable Comfortable And Smooth Comfortable Handle,(0),"KSh 28,500"
Sokany Single Burner Electric Induction Cooker.,(0),"KSh 4,399"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,994"
Generic Electronic Spark Gas Igniter/Lighter Gun,(0),"KSh 3,500"
Jikokoa Classic Stove - Black   medium size Kitchen & Dining room appliances,(0),"KSh 4,999"
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 2,999"
OFFER AILYONS Stainless Steel Body Gas Stove Double Burner Silver.  Kitchen & Dining room appliances,(0),"KSh 2,799"
Double radiant - cooker sokany electric stove induction cooker,(0),"KSh 6,750"
High quality  Premier 2000W Double  Electric Cooker for easy cook at home,(0),"KSh 3,750"
Gas cooker cover,(0),"KSh 1,399"
Round Charger Plates,(0),"KSh 1,200"
Generic Smart Cooker -Single Plate Induction Cooker,(0),"KSh 7,125"
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 2,699"
Rashnik Table Top Single Gas Cooker With Auto Ignition,(0),"KSh 1,980"
Generic Smart Cooker -Single Plate Induction Cooker,(0),"KSh 5,999"
Generic Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 1,899"
Generic Quality Electric Cooker / Single Sprial Hotplate,(0),KSh 999
Generic Smart Cooker -Single Plate Induction Cooker,(0),"KSh 5,999"
(Hot Sale!)Nunix 2 Gas Cooker Double Burner Gas stove,(0),"KSh 3,399"
(Hot Sale!)Nunix 2 Gas Cooker Double Burner Gas stove,(0),"KSh 3,358"
Nunix  Glass Table Top Double Infrared Gas Burner cooker Stove,(0),"KSh 4,599"
Nunix  Glass Table Top Double Infrared Gas Burner cooker Stove,(0),"KSh 4,599"
Nunix  Glass Table Top Double Infrared Gas Burner cooker Stove,(0),"KSh 4,508"
(Hot Sale!)Nunix 2 Gas Cooker Double Burner Gas stove,(0),"KSh 3,332"
Nunix  Glass Table Top Double Infrared Gas Burner cooker Stove,(0),"KSh 4,544"
Nunix  Glass Table Top Double Infrared Gas Burner cooker Stove,(0),"KSh 4,508"
(Hot Sale!)Nunix 2 Gas Cooker Double Burner Gas stove,(0),"KSh 3,332"
Quality Single Plate Halogen Induction Electric Cooker    *(Save Energy and Time,(0),"KSh 4,999"
kitchen AILYONS Two Burner,(0),"KSh 4,500"
OFFER Strong Non-leak Meko Gas Burner Kitchen & Dining room appliances,(1),KSh 599
Generic Affordable best Quality Table Top Double Burner Gas Stove Cooker cooks very fast hence saving energy dont be left out order while stock lasts,(0),"KSh 2,999"
Nunix 3 Burner Stainless Steel Table top Gas Stove Burner Saving Gas cooker,(0),"KSh 2,549"
Nunix 3-1 cooker.one electric cooker plate and 3 gas burner,(0),"KSh 6,418"
Electric kitchen single hot plate.,(0),"KSh 2,138"
Legacy Cooker Hob 5 Gas Built-In 60MX 90cm,(0),"KSh 34,999"
RESTOCKED Nunix TRIPLE BURNER GAS COOKER,(0),"KSh 5,340"
Double hotplate,(0),"KSh 1,999"
"3G+1E table top cooker Nunix Table Top Cooker an affordable, high quality,‎ energy-efficient home appliances",(0),"KSh 6,160"
Veigapro Table Top Gas Stove 2 Burner Double Burner Cooker,(0),"KSh 2,199"
Nunix Glass Table Top Gas Stove 2 Burner Double Burner Cooker,(0),"KSh 3,599"
Stainless Steel Table top 4 Burner Gas Stove- Silver White NA,(0),"KSh 3,599"
Glass Table Top Cooker Double Burner Gas Stove,(0),"KSh 4,436"
Quality kitchen Jiko Koa medium size,(0),"KSh 4,410"
Single table top electric coil cooker,(0),"KSh 2,299"
Single table top electric hot plate cooker,(0),"KSh 2,299"
Silvercrest double induction cooker,(0),"KSh 8,756"
2 burner Nunix Infrared gas burner,(0),"KSh 4,656"
Nunix 3 burner gas burner GT-004,(0),"KSh 4,656"
Nunix Gc004 - Tampered Glass Table Cooker,(0),"KSh 3,899"
Double hotplates,(0),"KSh 2,555"
"AILYONS 2 Gas Burner, Auto Ignition -Glass & Stainless Top Table",(0),"KSh 3,699"
Nunix Stainless Steel Double Burners +Cable + Regulator/ Tightener,(0),"KSh 2,920"
Rashnik Modern Double Spiral Electric Hotplate -Cooker/burner,(0),"KSh 2,100"
Modern Double Spiral Electric Hotplate -Cooker/burner,(0),"KSh 2,100"
Nunix Table Top 4 Burner Gas Cooker + FREE 6kg Regulator & Gas,(0),"KSh 6,364"
Quality AILYONS 2-Burner Table Top Gas Cooker With STRONG Glass & Infrared,(0),"KSh 3,150"
Jiko okoa energy charcoal saving Big,(0),"KSh 6,999"
Jiko koa medium size for Kitchen & Dining room for Kitchen & Dining room cooktops,(0),"KSh 4,799"
Jiko koa medium size for Kitchen & Dining room for Kitchen & Dining room cooktops,(0),"KSh 4,741"
Nunix Kitchen Gas-stove Double Burner Heat Resistance Tampered Glass Top. Black L,(0),"KSh 3,998"
"AILYONS GS014-1, 2 Burner Glass Top & Infrared Double Burner Black",(0),"KSh 3,799"
Quality Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker,(0),"KSh 4,999"
Automatic ignition kitchen table top 4 burner,(0),"KSh 4,561"
EUROCHEF Table Top Coil 2 Coil Burner 1000 Watts,(0),"KSh 2,299"
1000W Electric Single Spiral Coil Hotplate Cooker,(0),"KSh 1,550"
Table top Nunix kitchen Double Burner Gas Cooker,(0),"KSh 3,757"
Quality Nunix 3 Gas + 1 Electric Hot Plate table top cooker,(0),"KSh 6,499"
Nunix Kitchen Gas-stove Double Burner Heat Resistance Tampered Glass Top. Black L,(0),"KSh 3,998"
Pac 6kg Gas Regulator Plus FREE Gas Delivery Hose Pipe,(0),KSh 699
Nunix Table Top Gas Cooker SS001 Stainless Steel +Free hose pipe +6kg Gas regulator+Gas tighteners,(1),"KSh 2,750"
Nunix Gas Cooker,(0),"KSh 2,699"
Pressure cooker silicon kitchen spare part gasket,(0),"KSh 1,319"
Ramtoms table top single burner with one year WARRNTY,(0),"KSh 7,839"
Nunix Two Burner Tabletop Cooker + 13kgregulator + Pipe,(0),"KSh 3,789"
AILYONS QUALITY Countertop Glass Two Burner Cooker-Auto Ignition,(0),"KSh 4,199"
Nunix Two Burner Gas Cooker +13kg Regulator + Gas Pipe,(0),"KSh 4,289"
Nunix Infrared/low Gas Consumption Gas Cooker With 2 Burner,(0),"KSh 5,450"
"Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",(0),"KSh 2,900"
"Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",(0),"KSh 2,699"
Ramtons RG/538 - Double Burner Gas Cooker - Silver,(0),"KSh 5,999"
Nunix Gas Cooker,(0),"KSh 2,699"
Original Ceramic top Ramtons table top kitchen double burner,(0),"KSh 14,729"
Original Heavy Stainless steel Ramtons table top double burner with one year Warranty,(0),"KSh 10,800"
Stainless steel Table top Ramtons 2 Burners,(0),"KSh 6,999"
Double hot plate cooker + free spiral hot plate White as picture,(0),"KSh 3,300"
3 plus 1 table top gas burner boko,(0),"KSh 5,800"
"Eurochef Table Top Gas Cooker,2 BURNER  Metallic",(0),"KSh 3,287"
"Eurochef Single coil electric cooker High Quality
Non-stick Coating 
Power;1000W
Over heat Protection",(0),"KSh 1,230"
Rashnik Two Gas Burner Cooker- Silver,(0),"KSh 2,999"
Electric Single Solid Hot Plate Cooker,(0),"KSh 1,711"
Original Ceramic top Ramtons table top kitchen double burner,(0),"KSh 14,729"
Stainless steel Table top Ramtons 2 Burners,(0),"KSh 6,999"
Table top electric kitchen double coil,(0),"KSh 2,839"
Table top infrared  3 burners kitchen table top with termpered  glass,(0),"KSh 5,999"
Imduction cooker double  3500watts made of any heat-resistant material for cooking and heating food :,(0),"KSh 10,125"
"full glass burner Low gas consumptionExquisite finish
Stain resistant
PortablePortable",(0),"KSh 3,000"
4 gas  ocean table top gas burner,(0),"KSh 4,000"
Table top electric kitchen double coil,(0),"KSh 2,839"
Table top infrared  3 burners kitchen table top with termpered  glass,(0),"KSh 6,100"
Table top electric kitchen double coil,(0),"KSh 2,839"
Electric kitchen double hot coil,(0),"KSh 3,578"
Jikokoa QUALITY MODERN CHARCOAL STOVE.,(0),"KSh 4,399"
Steel cooker Nunix Two Burners Stainless Steel Table Top Gas Cooker,(0),"KSh 2,635"
3 plus 1 nunnix table gas burner  gas cooker,(0),"KSh 5,564"
Original Ceramic top Ramtons table top kitchen double burner,(0),"KSh 14,729"
Stainless steel Table top Ramtons 2 Burners,(0),"KSh 6,999"
Original Heavy Stainless steel Ramtons table top double burner with one year,(0),"KSh 10,800"
Ramtoms table top single burner with one year WARRNTY,(0),"KSh 7,839"
Table top electric kitchen double coil,(0),"KSh 2,839"
Double spiral kitchen hot plate,(0),"KSh 2,999"
Spiral kitchen electric single coil,(0),"KSh 1,850"
Double electric kitchen hot plate,(0),"KSh 2,849"
Quality Nunix 3 Gas + 1 Electric Hot Plate table top cooker,(0),"KSh 6,550"
Single electric coil,(0),"KSh 1,599"
VELTON 3 Burner Heavy Duty Stainless Steel Gas Stove/cooker,(1),"KSh 3,699"
Eurochef Two Burner Glass Table Top Gas Cooker,(0),"KSh 2,900"
Gas Stove Table Top Cooker With 2-Burners,(0),"KSh 2,999"
ELECTRIC 2 BURNER HOT PLATE,(0),"KSh 3,888"
"Sunny Gas Burner And Valvekitchen accessories grills&burners Matchstick ignition No batteries required Stainless steel body, easy to clean Takes up only a minimum kitchen space Stainless steel gas bur",(0),KSh 477
AILYONS Stainless Steel Body Gas Stove Double Burner Silver.,(0),"KSh 3,185"
"Nunix Glass Top 2 Burner Gas Stove + 1.5m Pipe,6kg Regulator&Clips",(0),"KSh 4,500"
