cooktop_name,cooktop_reviews,cooktop_price
VELTON Two Burner Table Top Gas Cooker- Auto Ignation Non- Stick,(0),"KSh 2,999"
Nunix 2 Burner Table Top Gas Cooker Stainless Steel as picture,(0),"KSh 2,999"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,445"
kitchen Tasteful 2 Burner Glass Table Top + Free 13kg Reg + 2M Pipe,(0),"KSh 3,999"
Infrared Induction Cooker,(0),"KSh 5,500"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,445"
VELTON 2 Burner Gas Stove/ Gas Cooker - Stainless Steel,(0),"KSh 2,800"
kitchen Jikokoa MEDIUM XTRA STOVE,(0),"KSh 4,699"
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 2,399"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,199"
Nunix GC004 - Tampered Glass Table Cooker,(0),"KSh 2,999"
Rebune High Quality Gas Stove 1 Burner RE-4-043*Auto lgnition with high quality piezo *Whirlwind burner for more durability and efficiency *Low gas consumption *Devote ourself to the quality with hear,(0),"KSh 1,894"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 900
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,799"
"amespot Multi-functional Touch Electric Ceramic Cooker Induction CookerI, the use of microcomputer control system, advanced microcomputer control system is",(0),"KSh 7,100"
Nunix Table Top 4 Burner Gas Cooker,(0),"KSh 6,255"
Nunix 3 Burner Glass Table Top Gas Stove Durable Three Buner Gas Cooker GT-004,(0),"KSh 3,899"
Meko Gas Burner -6kg,(0),KSh 500
"{OFFER} Nunix GLASS Top 2 Burner AUTO IGNITION Gas Stove + 2 FREE Meters Pipe,6kg Regulator",(0),"KSh 4,499"
2 Burner Glass Top.    Brand: VELTON.        Auto Ignition.,(0),"KSh 4,700"
Sokany Single Plate Halogen Induction Electric Cooker,(0),"KSh 5,074"
OFFER OFFER Generic  Glass Table Top Double Burner Gas Stove comes with a free Pipe and a free Regulator as  gifts,(0),"KSh 4,399"
Gas Pipe Plus FREE 6kg Gas Regulator,(0),KSh 999
Nunix Glass Table Top Burner,(0),"KSh 4,200"
Nunix Stainless Steel Counter Top 2 Burner Gas Cooker,(0),"KSh 3,400"
Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,499"
GENERIC DOUBLE COILED HOTPLATE.IT OFFERS THE BEST SERVICES AT THE TIME OF NEED WHEN YOUR GOES RUNS OFF AND NO ENOUGH CASH TO REFILL THE GAS WITH THIS HIGH ECONOMY OF SURVIVING THEN THE PLATES SORTS,(0),"KSh 1,799"
Veigapro Glass Top Gas Cooker Double Burner Gas stove Auto Ignition Black,(0),"KSh 3,399"
3 Gas + 1 Electric Hot Plate Table Top Cooker 4 Burner Faster Cooking Time  It takes less time to cook food on a gas burner than it does on an electric stove,(0),"KSh 6,075"
Nunix Gas Cooker Stainless Steel,(0),"KSh 2,299"
kitchen Stainless Steel 2 Burner Gas Stove + Two Free Android Cables,(0),"KSh 2,299"
Single Electric Coil,(0),"KSh 1,599"
Energy saving kitchen charcoal Jikokoa Medium size,(0),"KSh 4,839"
Automatic ignition kitchen table top 4 burner,(0),"KSh 4,561"
Automatic ignition kitchen table top 4 burner,(0),"KSh 4,561"
"Eurochef Glass Burner 2 Burners Gas Cooker, Table Top. Tempered Glass Gas Stovetop, 2 Burners Gas Range Hob, Built-in Dual Burner Gas Cooktop for Home Kitchen RVs Apartments, Easy to Clean",(0),"KSh 3,300"
Ramtons RM/381 - Induction Cooker + FryPan - Black,(0),"KSh 13,000"
Eurochef 2 Burner Gas Stove/ Gas Cooker,(0),"KSh 2,750"
"Nunix Glass Top and Front, Auto ignition two Burner Gas Cooker available",(0),"KSh 4,944"
Nunix Table Top Double Burner Gas Stove Cooker Black as picture,(0),"KSh 2,649"
"Nunix 2 Gas Cooker Double Burner Gas stove black, quality cooktop, 2 burner gas cooker, longlasting 2 burner cooker, stainless steel 2 burner, gas",(0),"KSh 2,200"
"Imduction cooker double  3500watts;it does not produce harmful substances pollution, long-term use of health care function, infrared Line wave has the function of promoting blood circulation and so on",(0),"KSh 10,750"
Rashnik Double Spiral Electric Hotplate,(0),"KSh 2,200"
Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,499"
Premier 4 BURNER GAS COOKER FLOOR STANDING The stove also has a large oven that is perfect for baking and roasting.,(0),"KSh 11,555"
New arrival Eurochef Deluxe 4 gas burner,(0),"KSh 4,599"
GAS STOVE GLASS 2 BURNER SC002,(0),"KSh 2,899"
GAS STOVE GLASS 2 BURNER SC001,(0),"KSh 2,899"
Eurochef Cooker Single Hotcoil  EC-5701,(0),KSh 999
Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,489"
jiko okoa  Black.Saves HALF on charcoal Reduced 65% emissions Most durable Clean with an ash tray,(0),"KSh 5,115"
Nunix Table Top Single Gas Cooker,(0),"KSh 1,499"
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel  Gas Cooker,(0),"KSh 2,999"
OFFER Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,539"
OFFER Nunix Infrared Auto Ignition Glass Gas Stove/cooker With 2 Burner,(0),"KSh 4,799"
OFFER Sokany RADIANT- COOKER ELECTRIC STOVE,(0),"KSh 6,599"
OFFER Nunix Tampered Glass Table Top 2-Burner Gas Stove / Cooker Gas Cooker,(0),"KSh 3,999"
OFFER Nunix Two Burner GLass Cooker + 6KG REGULATOR + GAS PIPE Gas Cooker,(0),"KSh 4,299"
DEPENDABLE Double Portable Electric Hot Plate 2 Burner.,(0),"KSh 2,659"
Nunix Table Top Single Gas Cooker,(0),"KSh 1,699"
sokany Quality Electric Portable Single Induction Cooker,(0),"KSh 4,999"
OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,(0),"KSh 2,999"
OFFER Rashnik Two Burner Non-stick Cook Top Gas Cooker,(0),"KSh 2,999"
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 3,320"
2 Burner Gas Stove + 1.7 Litre Electric Kettle + Two Tier Dish Rack + Crown Blender 1.5 Litres + Non Stick Kitchen Spoons,(0),"KSh 9,750"
OFFER ON Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,(0),"KSh 3,899"
OFFER OFFER Nunix 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove,(0),"KSh 5,999"
AILYONS StainlesS Steel Table Top Burner + REGULATOR 13KGS + PIPE Gas Cooker,(0),"KSh 3,799"
OFFER StainlesS Steel Table Top Burner + REGULATOR 13KGS + PIPE>Gas Cooker,(0),"KSh 3,699"
CLEARANCE OFFER Nunix Two Burner Table Top Cooker With A QUALITY Glass Top Gas Cooker,(0),"KSh 4,399"
OFFER 4 Burner Table Top Gas Cooker + 13KG REGULATOR+ PIPE + CLIP   Gas Cooker,(0),"KSh 5,699"
Nunix 4 Burner Table Top Gas Cooker + 13KG REGULATOR+ PIPE + CLIP,(0),"KSh 5,999"
Eurochef Single Burner Gas Cooker,(0),"KSh 2,699"
Eurochef Deluxe 4 Burner Gas Stove,(0),"KSh 6,599"
Eurochef Deluxe 4 Burner Gas Stove,(0),"KSh 4,999"
OFFER Nunix Complete Table Top Gas Burner With Cable + 6kg Regulator,(0),"KSh 3,499"
One Electric Hot Plate + Scarlett Iron Box + One Travelling Mug + One Kitchen Knife,(0),"KSh 2,119"
Electric Cooker + FREE STEAM IRON BOX,(0),"KSh 1,899"
Nunix Two Burners Table Top Gas Cooker - Stainless Steel-002,(0),"KSh 2,650"
Modern Double Spiral Hotplate.,(0),"KSh 2,300"
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel > Kitchen & Dining room appliances,(0),"KSh 3,599"
Electric Cooker + FREE STEAM IRON BOX,(0),"KSh 2,019"
kitchen 6kg Meko Primus Gas Burner Plus 6kg Meko Grill,(0),KSh 970
2 Burner Gas Stove + 1.7 Litre Electric Kettle + Two Tier Dish Rack + Crown Blender 1.5 Litres + Non Stick Kitchen Spoons,(0),"KSh 9,850"
Ampia Gas Warmer Chicken Brooder,(0),"KSh 6,500"
Eurochef Single Burner Gas Cooker,(0),"KSh 2,699"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
CLEARANCE OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,(0),"KSh 3,399"
OFFER OFFER Sokany Single Burner Electric Induction Cooker  Gas Cooker,(0),"KSh 4,499"
OFFER Nunix Infrared Energy Gas Saving Burner With Tampered Glass Top,(0),"KSh 4,799"
kitchen  AILYONS Stainless Steel 2 Burner Gas Stove.,(0),"KSh 2,699"
OFFER  Electric Single PLATE Hotplate Cooker,(0),"KSh 1,699"
OFFER OFFER Nunix 4 Gas Burner Table Top Cooker(AUTO IGNITION),(0),"KSh 5,999"
OFFER Quality 6 KG Gas Cylinder Burner For Meko  Kitchen & Dining room appliances,(0),KSh 499
OFFER Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,699"
OFFER SILVERCREST double induction cooker,(0),"KSh 7,699"
OFFER Strong Non-leak Meko Gas Burner  Kitchen & Dining room appliances,(0),KSh 599
OFFER  DOUBLE Electric Cooker /Spiral Coil Hotplate,(0),"KSh 2,599"
OFFER Sokany RADIANT- COOKER ELECTRIC STOVE,(0),"KSh 7,199"
OFFER  Single SOLID Hot Plate Electric Burner,(0),"KSh 1,499"
OFFER Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,499"
OFFER DOUBLE Electric Cooker /Spiral Coil Hotplate,(0),"KSh 2,199"
OFFER  Single SOLID Hot Plate Electric Burner,(0),"KSh 1,449"
OFFER  Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,299"
OFFER Electric Single Hotplate Burner/ Cooker,(0),"KSh 1,449"
OFFER Sokany Electric Single Plate Induction Cooker,(0),"KSh 4,899"
OFFER Sokany Single Burner Electric Induction Cooker.,(0),"KSh 4,599"
OFFER Sokany Electric Single Plate Induction Cooker,(0),"KSh 4,599"
OFFER Jikokoa QUALITY MODERN CHARCOAL EXTRA STOVE Kitchen & Dining room appliances,(0),"KSh 4,299"
OFFER Jikokoa QUALITY MODERN CHARCOAL EXTRA STOVE  Kitchen & Dining room appliances,(0),"KSh 6,499"
OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,(0),"KSh 3,299"
OFFER SILVERCREST double induction cooker,(0),"KSh 7,699"
OFFER  Single SOLID Hot Plate Electric Burner,(0),"KSh 1,449"
OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,(0),"KSh 2,999"
OFFER Rashnik Two Burner Non-stick Cook Top Gas Cooker,(0),"KSh 2,999"
OFFER Double Induction Cooker 2 Hobs Induction Cooktop,(0),"KSh 6,599"
OFFER Sokany Single Burner Electric Induction Cooker.,(0),"KSh 4,399"
OFFER  Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,299"
OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,(0),"KSh 3,299"
OFFER Electric Single Hotplate Burner/ Cooker,(0),"KSh 1,449"
OFFER Sokany Electric Stove Stove Hot Plate -1000W,(0),"KSh 1,699"
OFFER Sokany Single Burner Electric Induction Cooker,(0),"KSh 3,999"
OFFER Nunix Table 4 Gas Burner Auto Ignition All Big Size,(0),"KSh 5,999"
"OFFER Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",(0),"KSh 3,199"
"Velton 2 Burner Gas Stove, Regulator + Pipe + Free Gifts",(0),"KSh 2,599"
kitchen Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,(0),"KSh 4,899"
kitchen Nunix Stainless Steel 2 Burner Gas Stove +Two Free LED Bulbs,(0),"KSh 2,299"
Nunix Table Top 2 Burner Gas Stove Cooker SS-001,(0),"KSh 2,699"
Double Induction Cooker With 2 Luxurious Cooking Areas,(0),"KSh 6,599"
Sokany Electric Double Induction Plate/cooker,(0),"KSh 6,999"
Sokany Single Burner 2000W Electric Induction Cooker,(0),"KSh 4,299"
Single Burner 2000W Electric Induction Cooker,(0),"KSh 4,399"
Electric Single Plate Induction Cooker,(0),"KSh 4,399"
Nunix Table Top Gas Cooker + Pipe + 13KG Regulator,(0),"KSh 5,299"
Nunix Energy Saving Low Gas Consumption Glass Top Table Cooker,(0),"KSh 5,299"
Single Burner Electric Cooktop Compact & Portable 1000 Watts,(0),"KSh 1,399"
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 3,999"
Nunix GG PRO Double Gas Stove,(0),"KSh 4,399"
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 3,299"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,999"
Nunix Table Top Gas Stove Cooker / Burner + Cable + Regulator,(0),"KSh 3,999"
Sokany Single plate halogen induction electric cooket,(0),"KSh 5,500"
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,999"
CLEARANCE OFFER Electric Cooker Single Hotplate 1000W,(0),"KSh 1,599"
OFFER Family Home Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,539"
OFFER OFFER Sokany SK-3568 Infrared Single-burner Stove In Wood Version Gas Cooker,(0),"KSh 4,399"
CLEARANCE OFFER AILYONS Stainless Steel Table Top Double Burner+13KG REGULATOR +PIPE  Gas Cooker,(0),"KSh 3,999"
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,999"
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel Gas Cooker,(0),"KSh 3,499"
OFFER STRONG POWERFULL Premier 4 In 1 Table Top Gas Burner,(0),"KSh 6,999"
OFFER Nunix Infrared Auto Ignition Glass Gas Stove/cooker With 2 Burner,(0),"KSh 4,899"
OFFER Sokany RADIANT- COOKER ELECTRIC STOVE,(0),"KSh 7,999"
OFFER Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,799"
OFFER Nunix Glass Table Top 2 Burner Gas Cooker+ Free 13kg Reg + 2M Pipe  Gas Cooker,(0),"KSh 4,999"
OFFER Nunix Tampered Glass Table Top 2-Burner Gas Stove / Cooker,(0),"KSh 4,299"
CLEARANCE OFFER Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,(0),"KSh 3,799"
Double Electric Hotplate Cooker,(0),"KSh 2,200"
OFFER OFFER Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,(0),"KSh 3,799"
Portable Mini Electric Stove Cooker Spiral Hot Plate,(0),"KSh 1,800"
CLEARANCE OFFER Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,(0),"KSh 3,799"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 999
"Single Coil…This Single Burner is Small and Compact Perfect for Travel. Can Be Used for Cooking Outdoors or in the Office. Can Be Used for Cooking Outdoors or in the Office. It has a Power Indicator,",(0),"KSh 1,230"
"Sokany Single Portable Electric Stove Cooker Hot Plate,",(0),"KSh 1,897"
"4 BURNER - TABLE TOP.     At Nunix it's always been our mission to bring stylish, intelligent appliances into your home. With a history of trusted innovation, they have real insight into the demands of modern life. So they not only look great in your kitchen",(0),"KSh 5,075"
Nunix Black Gas Stove Table Top With Two Burner,(0),"KSh 2,550"
Jikokoa cooking classic Xtra Stove best Kitchen & Dining room appliance,(0),"KSh 4,800"
Original Heavy Stainless steel Ramtons table top double burner with one year Warranty,(0),"KSh 10,800"
Double plate electric,(0),"KSh 2,577"
Double  electric coil,(0),"KSh 2,567"
2 Burner Low Gas Consumption Glass Top Table Infrared Cooker,(0),"KSh 4,340"
kitchen Nunix Glass Table Top Double Burner Gas Stove + Pipe &amp; Regulator,(0),"KSh 3,349"
2 BURNER;1 Rashnik Tampered Glass Top 2 Burner Gas Cooker;  2 gas burner copper colored Non stick coated surface Auto Ignition Safe reliable and easy to install/maintain and clean Body Stainless Steel,(0),"KSh 3,699"
"Veigapro Energy Efficient 2 Gas Burner,Gas Table Top Cooker",(0),"KSh 2,099"
"OFFER OFFER Nunix 3 Gas + 1 Electric Table Top cooker (LT04-2), Metallic Grey",(0),"KSh 6,150"
"Sokany Single Portable Electric Stove Cooker Hot Plate, This portable single spiral hot plate which has a temperature control knob and a comes with a chrome drip which makes it eas Brown 3XL",(0),"KSh 1,600"
"Jamespot Multi-functional Touch Electric Ceramic Cooker Induction CookerI, the use of microcomputer control system, advanced microcomputer control system is equipped withanti overh Brown XXL",(0),"KSh 7,495"
NUNIX counter top Stainless Steel 2 Burner Gas  Stove Cooker / Burner + Cable + Regulator,(0),"KSh 3,399"
Eurochef black tabletop burner,(0),"KSh 2,649"
"Sokany Single Portable Electric Stove Cooker Hot Plate, This portable single spiral hot plate which has a temperature control knob and a comes with a chrome drip which makes it eas Brown 3XL",(0),"KSh 1,600"
2 burner Gas Cooker Double Burner Gas stove as picture,(0),"KSh 2,599"
"Single CoilPortable Electric Cooker Hot Plate,.Portable single spiral hot plate Powerful for faster heating Spiral burner spreads heat ...",(0),"KSh 1,230"
Are you looking for a Double coil hot plate which is portable and energy efficient  at affordable price? Then look no further than from Karnik by Rashnik. Rashnik is home for quality and durable home,(0),"KSh 2,086"
Eurochef Glass Burner,(0),"KSh 3,300"
AILYONS 2-Burner Table Top Gas Cooker,(0),"KSh 3,299"
Eurochef Deluxe 4 gas burner,(0),"KSh 6,589"
DOUBLE BURNER STOVENunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 3,700"
2 Burner - Glass top,(0),"KSh 3,700"
"Eurochef Single plate electric cooker Various heat operations
High Quality
Non-stick Coating
Power;1000W
Over heat Protection",(0),"KSh 1,640"
Double hot plate with non stick coated plate,(0),"KSh 3,207"
3 plus 1 table top gas burner boko 1 Electric Hot Plate Table Top Cooker Burner Stove Not Specified,(0),"KSh 5,880"
Nunix Stainless Steel Table Double Burner Gas Cooker Black normal as pictured,(0),"KSh 3,799"
Single Plate Halogen Induction Electric Cooker Sokany Single Plate Halogen Induction Electric CookerSensor touch control 4-digit LED display 240-minute cooking timer and 24 hours preset timer Shows v,(0),"KSh 4,650"
KILLMALL  BLACK FRIDAY FLASH SALES ksh 4999.  Generic Single Burner Electric Induction Cooker. energy saving cooks very fast,(0),"KSh 4,999"
Scarlet Steam Iron Box With FREE Single Hotplate Coil,(0),"KSh 1,989"
"Jiko okoa Blue smooth flame 
Doesn't blacken your pots 
Gives food the original native taste 
Strong and long lasting
Portable and trendy 
Smooth beautiful finishing",(0),"KSh 4,785"
kitchen Karnik double spiral,(0),"KSh 2,999"
kitchen Nunix Glass Table Top Double Burner Gas Stove + Pipe &amp; Regulator,(0),"KSh 3,399"
kitchen Nunix 2 Burner Gas Stove + Two Free Android Cables,(0),"KSh 2,899"
Sokany Double Electrical Ceramic Induction Cooker.,(0),"KSh 7,797"
Eurochef QUALITY Glass Top Double Burner With Automatic  Ignition Whirlwind burner for more durability and efficiency Exquisite finish Stain resistant,(0),"KSh 3,313"
Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 2,299"
Rashnik Double Spiral Electric Hotplate,(0),"KSh 2,200"
kitchen 2 Burner - Glass Top And Infrared Gas Stove - Pipe + Reglt,(0),"KSh 4,332"
Table Cooker + Free Cable 1.5 M+regulator,(0),"KSh 4,776"
Single electric coil,(0),"KSh 1,600"
Single electric coil,(0),"KSh 2,100"
Single electric coil,(0),"KSh 1,600"
"Eurochef Single plate electric cookerVarious heat operations
High Quality
Non-stick Coating
Power;1000W
Over heat Protection",(0),"KSh 1,400"
OFFER  Strong Non-leak Meko Gas Burner Kitchen & Dining room appliances,(0),KSh 599
OFFER 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove> Gas Cooker,(0),"KSh 6,399"
Eurochef 2 Burner Stainless Steel Table Top Gas Cooker,(0),"KSh 2,120"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
Eurochef Single Burner Gas Cooker,(0),"KSh 2,699"
Eurochef Deluxe 4 Burner Gas Stove,(0),"KSh 4,299"
Eurochef Single Burner Gas Cooker,(0),"KSh 2,699"
Eurochef 2 Burner Stainless Steel Table Top Gas Cooker,(0),"KSh 2,199"
Eurochef 2 Burner Stainless Steel Table Top Gas Cooker,(0),"KSh 2,799"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
Eurochef Single Burner Gas Cooker,(0),"KSh 2,699"
Eurochef 2 Burner Stainless Steel Table Top Gas Cooker,(0),"KSh 2,120"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
Eurochef Deluxe 4 Burner Gas Stove,(0),"KSh 4,299"
Eurochef Single Burner Gas Cooker,(0),"KSh 2,699"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
Eurochef 2 Burner Stainless Steel Table Top Gas Cooker,(0),"KSh 2,799"
Amaze Tampered Glass Table Top Double Burner Gas Stove / Cooker,(0),"KSh 3,499"
OFFER  Strong Non-leak Meko Gas Burner Kitchen & Dining room appliances,(0),KSh 599
"Jikokoa medium Improved medium size Kitchen Jikokoa. Specifications & Qty. Black,Medium. Item Specification. Product Supported.",(0),"KSh 4,960"
Nunix Tampered Glass Table Top Double Gas Stove Burner - Black,(0),"KSh 3,899"
Rashnik 2 Burner Table Top Gas Stove,(0),"KSh 3,199"
kitchen  Stainless Steel 2 Burner Gas Stove +Two Free LED Bulbs,(0),"KSh 3,999"
Nunix Table Top Gas Stove Cooker / Burner + Cable + Regulator,(0),"KSh 3,899"
Modern Single Spiral Electric Hotplate -Cooker/burner,(0),"KSh 1,200"
Eurochef Table Top Two Burner Gas Cooker,(0),"KSh 3,900"
OFFER  HIGH Quality Electric Portable Single Induction Cooker,(0),"KSh 5,499"
JikoKoa Classic Stove,(0),"KSh 4,200"
Modern Double Spiral Electric Hotplate -Cooker/burner,(0),"KSh 2,499"
"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition Cooktop Gas Stove 4 Burners, Built-in Stainless Steel Gas Hob, NG/LPG Dual Fuel Gas Stovetop with Thermocouple Protection for Apartments, Indoor",(0),"KSh 5,100"
Single burner gas stove Cooker Rashnik Table Top Single Gas Cooker With Auto Ignition,(0),"KSh 1,925"
"Eurochef double coil electric cooker Portable Double spiral hot plate
Powerful for faster heating
Spiral burner spreads heat",(0),"KSh 2,100"
TOKIWA Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,300"
kitchen Rashnik RN-1511 Glass Table Top Double Burner Gas Stove,(0),"KSh 3,600"
Sathiya High Quality Glass Top Double Burner Gas Stove / Cooker,(0),"KSh 9,600"
VELTON 2 Burner Gas Stove/ Gas Cooker - Stainless Steel,(0),"KSh 2,999"
TOKIWA Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,800"
kitchen AILYONS Two Burner,(0),"KSh 7,198"
Portable Electric Cooker / Single Sprial Hotplate,(0),"KSh 1,790"
Modern Double Electric Hotplate -Cooker/Table Burner,(0),"KSh 1,799"
SPECIAL OFFERS DONT BE LEFT OUT KSH 3658. Generic 2 burner glass table eurochef top,(0),"KSh 3,658"
Amaze Two Burner Glass Cooker + 13kg Regulator + Hosepipe,(0),"KSh 5,400"
kitchen  Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 3,799"
Amaze Tampered Glass Table Top Double Burner Gas Stove / Cooker,(0),"KSh 3,990"
4-Gas Burners Free Standing Cooker-Automatic +Storage Shelves,(0),"KSh 13,000"
Modern Electric Hotplate,(0),"KSh 1,249"
Nunix Two Burners Gas Stove+ 6KG Regulator + Pipe + Tightener,(3),"KSh 2,799"
Single Spiral Electric Hotplate -Cooker/burner (Free Gift Measuring cups),(0),"KSh 1,300"
Nunix Auto Ignition Stainless Steel Gas Stove 3 Burner ST-002,(0),"KSh 3,199"
Generic Table Top 3 GAS Burner PLUS 1 Electric HOTPLATE,(0),"KSh 6,988"
Eurochef 2 Burner Gas Cooker Table Top,(0),"KSh 3,999"
Single electric coil,(0),"KSh 1,500"
Jiko okoa large size,(0),"KSh 5,897"
AILYONS Glass Table Top Double Burner Gas Cooker,(0),"KSh 3,778"
Generic Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 2,417"
Nunix Glass Table Top Double Burner Gas Stove,(0),"KSh 3,699"
Rashnik Family Home Single Coiled Burner - Electric Hot Plate,(0),"KSh 1,500"
Electric Coil- Rashnik- Double coil- Kitchen use appliance,(0),"KSh 2,399"
double burner table top gas cooker,(0),"KSh 3,399"
silver crest Single Burner Induction Cooker,(0),"KSh 4,800"
Sokany Hot Plate Electric Cooking Tool Induction Cooker,(0),"KSh 5,000"
Rashnik Double Solid Hot Plate Portable double spiral hot plate Powerful for faster heating Spiral burner spreads heat Adjustable temperature control Power ready on light Easy to clean,(0),"KSh 2,773"
"Rashnik Electric Double Spiral Coil 2-Burner, Table Top its  portable , energy efficient  and very affordable Heavy duty cast iron heating plate Power indicator Light Adjustable temperature control",(0),"KSh 2,773"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,799"
"Gas Stove, Single Burner, Non Stick - Black..",(0),"KSh 1,988"
"2 burner mettalic  eurochef Auto ignition,no battery needed for easy usage. Metal dark powder color. toughened Metal body for durability.",(0),"KSh 2,480"
2 Burner Glass Top Rashnik,(0),"KSh 4,700"
Roch 3 burner glass cooker This Roch Triple gas burner reduces your cooking time,(0),"KSh 3,900"
Nunix Glass Table Top Gas Stove 2 Burner Double Burners Cooker,(0),"KSh 3,599"
Ramtons RG/518- 2 Burner Gas Cooker- Stainless Steel- Silver,(0),"KSh 5,999"
Fashion Double Hot Plate,(0),"KSh 3,199"
Sokany Single Plate Halogen Induction Electric Cooker kitchen appliances Body material: aluminum Color: wood grain Electronic control Overall dimensions: 360x280x61 mm Voltage: 220/50/1 Weight: 2.6 kg,(0),"KSh 9,000"
Modern Double Electric Hotplate,(0),"KSh 2,800"
Electric Cooker / Single Sprial Hotplate,(0),"KSh 2,600"
Modern Single Spiral Electric Hotplate -Cooker/burner,(0),"KSh 1,999"
Eurochef Electric Cooker Single Coil Hot Plate Electric One Burner,(0),"KSh 1,180"
Generic Quality Yet Very Affordable Stainless Steel Double Burner Gas Stove on offer BEST PRICES ONLY KSH 2714,(0),"KSh 2,714"
Nunix Tampered Glass Table Top Double Burner Gas Stove / Cooker,(0),"KSh 3,498"
AILYONS 2 Burner Glass Top & Infrared Double Burner,(0),"KSh 3,250"
"Eurochef 2 Burners Metallic Table Top Gas Cooker,EC-G002b2 large burner Auto ignition,no battery needed for easy usage. Metal dark powder color toughened Metal body for durability Heavy burners",(0),"KSh 2,645"
Nunix Top glass infrared 2 gas burner,(0),"KSh 4,370"
Nunix Top glass infrared 2 gas burner,(0),"KSh 4,370"
Auto Ignition Ipcone glass 2 burner cooker,(0),"KSh 3,160"
Aluminum table top kitchen double burner,(0),"KSh 3,949"
Table top kitchen single burner,(0),"KSh 2,354"
Aluminum table top kitchen double burner,(0),"KSh 3,949"
Table top kitchen single burner,(0),"KSh 2,354"
Infrared table top gas saver kitchen double burner,(0),"KSh 4,920"
Stainless steel kitchen table top double burner,(0),"KSh 3,800"
Metallic table top double burner gas cooker,(0),"KSh 3,788"
kitchen Nunix 2 burner,(0),"KSh 2,499"
Eurochef Electric Cooker 1000w Single Spiral Coil Hotplate,(0),"KSh 1,499"
