clean_standingcooker_name,brand,standing_cooker_type,oven_capacity,standing_cooker_reviews,standing_cooker_price
Bruhm  3 Gas  1 Hot Plate,bruhm,Unknown,Unknown,0,42500
Volsmart cooker 5050   3G1E     Electric  oven,volsmart,Unknown,Unknown,0,29529
Nunix 2 Burner Gas Cooker With Free Accessories,nunix,Unknown,Unknown,0,2989
silver crest Infrared Induction Cooker Sensor Control,silver crest,Unknown,Unknown,0,5372
Nunix Glass Table Top Double Burner Gas Stove  Pipe  Regulator,nunix,Unknown,Unknown,0,3699
"Nunix Free Standing 4 Gas,Gas Oven Cooker",nunix,4 gas,Unknown,0,26749
Nunix Table Top Double Burner Gas Stove Cooker  Pipe  Regulator,nunix,Unknown,Unknown,0,3998
Amaze Standing Cooker 31 Gas Oven  Free Hose Pipe,amaze,Unknown,Unknown,0,27500
"MIKA Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners  1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven",mika,Unknown,Unknown,0,41999
Haier ECR1040EGSB 5060 4 Gas Cooker2 YEARS WARRANTY,haier,4 gas,Unknown,0,29999
Haier 4 Burner all Gas Cooker 50x60 - ECR1040EGSB2 YEARS WARRANTY,haier,Unknown,Unknown,0,29999
Nunix Cooker 3 Gas 1 Electric Plate Cooker Plus Shelves LTS-02,nunix,Unknown,Unknown,0,11250
Nunix 3 gas  1 hot electric Free Standing cooker with electric oven,nunix,Unknown,Unknown,0,29399
Volsmart 31 JET standing cooker with electric oven,volsmart,Unknown,Unknown,0,27000
Eurochef Standing Cooker 31 Electric Oven 50x55cm,eurochef,Unknown,Unknown,0,28999
Eurochef 4 gas1 Electric cooker size 75 by 60 with GAS OVEN,eurochef,4 gas,Unknown,0,48999
Amaze 31 Free Standing Cooker  It comes equipped with stainless steel surface and cast iron grates for effortless cleaning and long lasting durability. The electric ignition and flame failure system,amaze,Unknown,Unknown,0,22950
Eurochef 4 gas1 Electric cooker size 75 by 60 with GAS OVEN Silver,eurochef,4 gas,Unknown,0,48500
Mika MST6060U31PSB 6060 standing cooker,mika,Unknown,Unknown,0,46500
"Eurochef 4 Burner Gas Cooker With Oven,Grill - Free Standing",eurochef,Unknown,Unknown,0,23996
Sayona HIGH QUALITY STANDING COOKER 50 BY 50 3 GAS 1 ELECTRIC PLATE WITH GAS OVEN2 YEARS WARRANTY,sayona,Unknown,Unknown,0,23499
Sayona HIGH QUALITY STANDING COOKER 50 BY 50 3 GAS 1 ELECTRIC PLATE WITH GAS OVEN,sayona,Unknown,Unknown,0,23499
Nunix Free Standing 3 Gas Burner 1 Electric Cooker With OvenROTISSERIE,nunix,Unknown,Unknown,0,23999
"Nunix Cooker, 3 Gas Burners,Hot Plate, Electric Oven2 YEARS WARRANTY",nunix,Unknown,Unknown,0,23999
Nunix Free Standing 4 Gas Burner Cooker With Oven1 YEAR WARRANTY,nunix,4 gas,Unknown,0,19999
Von 6060  31 standing cooker No need to look for match sticks when using the gas burner. This cooker comes with auto ignition.,von,Unknown,Unknown,0,47850
"Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners 1 Wok  1 RAPID Hot Plate, FLAME FAILURE SAFETY,",Unknown,4 gas,Unknown,0,94300
Electric Cooker  Single Spiral Coil Hotplate,Unknown,Unknown,Unknown,0,1500
Nunix Free Standing 4 Gas Burner Cooker With Oven-50CMX55CM,nunix,4 gas,Unknown,0,19890
"Premier cookers 

31
5055
Electric ovens",premier,Unknown,Unknown,0,30159
Oven VON 6060 Free Standing 3 Gas Burner 1 Electric Cooker Oven No need to look for match sticks when using the gas burner. This cooker comes with auto ignition.,von,Unknown,Unknown,0,47850
Nunix Free Standing 4 Gas Burner Cooker With Oven2 YEARS WARRANTY,nunix,4 gas,Unknown,0,19890
"31  EuroChef Standing Cooker
 Its equipped with a Turnspit Chicken Rotisserie, the oven and grill makes this happen for you and the food acquires a stronger, sweeter and healthier flavor.",eurochef,Unknown,Unknown,0,29650
Eurochef electric 3 gas bunner plus 1 electric,eurochef,Unknown,Unknown,0,29999
Nunix FREE STANDING ALL GAS FOUR BURNER AUTOMATIC GAS COOKER WITH SHELVES,nunix,Unknown,Unknown,0,10465
Quality 31 Eurochef Standing Cooker,eurochef,Unknown,Unknown,0,27200
"MIKA 90cm x 60cm, 4 Gas Pool Jet Burners  2 Hot Plates, Auto Ignition, 4 Function Electric Oven  Standing Cooker",mika,4 gas,Unknown,0,84999
Nunix Cooker 3G1E. Electric oven. 5060cm,nunix,Unknown,Unknown,0,29529
Mika MST5060P31ESL 50X60 Standing Cooker with Electric Oven2 YEARS WARRANTY,mika,Unknown,Unknown,0,32999
Mika 50cm X60cm Standing Cooker with Electric Oven2 YEARS WARRANTY,mika,Unknown,Unknown,0,32999
"BJS Cooker, 41E,4 Gas 1 Hot Plates ,1 Wok ,Electric Oven 110L,Silver",bjs,4 gas,Unknown,0,72999
Volsmart full gas JET standing cooker,volsmart,Unknown,Unknown,0,21330
"SPECIAL OFFER Nunix 4 Gas Standing Cooker With Storage Compartments. This premier gas cooker brings stylish, intelligent appliances into your home.The Gas flow has been highly made efficient, saving",nunix,4 gas,Unknown,0,9490
BJS FREE STANDING 60X60 COOKER 3-GAS1 Hot Plate With Turbo-FAN,bjs,Unknown,Unknown,0,36999
Jikokoa CLASSIC STOVE,jikokoa,Unknown,Unknown,0,4899
"4 Gas Standing Cooker, 50cm X 55cm Electric Oven EG55-4G",Unknown,4 gas,Unknown,0,23999
"Ramtons Standing Cooker- 60 by 60, 3G1E, 66L Electric Oven",ramtons,Unknown,Unknown,0,45999
RAMTONS 4 GAS 50X50 ALL GAS COOKER SILVER - RF356,ramtons,4 gas,Unknown,0,31999
"Roch RGC-TT208, Two-Burner Automatic Gas Cooker - Black",roch,Unknown,Unknown,0,4999
Ramtons RF406-3G1E 60X60 SILVER COOKER,ramtons,Unknown,Unknown,0,51999
Roch 60x60CM,roch,Unknown,Unknown,0,48000
"Legacy 31E, 3 Gas Burners, 1 Electric Plate, 6060cm.",Unknown,Unknown,Unknown,0,45999
Von Standing Cooker 3G1E 58cmX58cm,von,Unknown,Unknown,0,48279
GAS COOKER. Nunix Free Standing 3 Gas Burner 1 Electric Cooker NEW IN THE MARKET SELLING AT A PROMOTION PRICES DONT BE LEFT OUT,nunix,Unknown,Unknown,0,11845
SPECIAL OFFER Nunix Free Standing 3 Gas Burner 1 Electric Cooker With Oven 6060 Nunix Standing Gas. Push Button manual ignition burner,nunix,Unknown,Unknown,0,27280
Nunix 4 Gas Burner Table Top Cooker,nunix,4 gas,Unknown,0,4289
Nunix Countertop 2 Gas Burner,nunix,Unknown,Unknown,0,2399
Nunix Standing 4 Gas Burner Cooker With Oven1 YEAR WARRANTY,nunix,4 gas,Unknown,0,20999
Nunix Cooker 4-Gas Cooker Plus Shelves LTS-01,nunix,Unknown,Unknown,0,8910
AILYONS QUALITY Countertop Glass Two Burner Cooker-Auto Ignition,ailyons,Unknown,Unknown,0,3999
"Standing cooker with electric oven 31 erouchef Electric Hot Plate, Temperature Controls, Power Indicator Lights, Easy to Clean",Unknown,Unknown,Unknown,0,28995
GAS COOKER. Nunix Free Standing Gas Cooker 4 Gas Burner All Gas Cookers BEST PRICES ONLY,nunix,4 gas,Unknown,0,10120
Ramtons 5 GAS STAINLESS STEEL COOKER- EB630,ramtons,Unknown,Unknown,0,160599
Ramtons 4 GAS2 90X60 ELECTRIC STAINLESS STEEL COOKER- EB629,ramtons,4 gas,Unknown,0,164799
Volsmart 4 Burners Free Standing Gas Cooker Cooking Range with 60L Oven 4 Gas Cooker  Gas Oven,volsmart,4 gas,Unknown,0,20999
"PROMOTION PRICE Nunix 3Gas1Electric Standing Cooker With Storage Compartments. This premier gas cooker brings stylish, intelligent appliances into your home. With a history of trusted innovation",nunix,Unknown,Unknown,0,11290
Volsmart 4 Burners VGS-581 Free Standing Gas Cooker Cooking Range with 60L Oven 3 Gas  1 Electric,volsmart,Unknown,Unknown,0,26999
Eroucheif 3 Gas1 Electric Hot Plate Free Standing Cooker On  Offer selling at the best prices Delivery done Within 24hrs Country Wide Upon Order Dont Be Left Out,eroucheif,Unknown,Unknown,0,35999
Eurochef 50X55 3G1E,eurochef,Unknown,Unknown,0,30159
Volsmart Cooker 5050 All gas,volsmart,Unknown,Unknown,0,23899
"BJS 60X60 FREE STANDING COOKER 3-GAS1 Hot Plate With Turbo-FAN,BROWN",bjs,Unknown,Unknown,0,36999
Energy Saving Electric Smart Induction Cooker Single Plate,Unknown,Unknown,Unknown,0,9999
Ramtons RF401 3G1E 50X60 BROWN COOKER,ramtons,Unknown,Unknown,0,46299
Nunix Free Standing 3 Gas Burner 1 Electric Cooker With Oven2 YEARS WARRANTY,nunix,Unknown,Unknown,0,23999
Nunix Free Standing 3 Gas Burner 1 Electric Cooker With Oven-50CMX55CM,nunix,Unknown,Unknown,0,23999
Starlux 4 Gas Burner Table Top Cooke  The stove has an auto ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the sparking is turned off automati,starlux,4 gas,Unknown,0,3915
RAMTONS 4G2E 60X90 SILVER COOKER- RF496,ramtons,Unknown,Unknown,0,91800
"Nunix 4 Gas Burners and Top Cooker with Shelf  LTS-01



4 Gas Burners
Auto Ignition 
Storage Compartment
Firepower Adjustment
Air Dumber Adjustment
Versatile and Efficient",nunix,4 gas,Unknown,0,9399
AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black 1YR WRTY,ailyons,Unknown,Unknown,0,3985
Haier - HCR2031EED1  3 Gas  1 Electric 60X60 Cooker with Electric Oven,haier,Unknown,Unknown,0,38995
HCR2040EES - 4 Gas 60X60 Cooker with Electric Oven,Unknown,4 gas,Unknown,0,46476
"Mika MST90PU42HIHC Standing Cooker, 60cm x 90cm, 4G2E, Full Elec. Oven Air FryConv., 10F, Rotisserie, S. Steel",mika,Unknown,Unknown,0,98000
ROCH 31 RECK531BL50X60 COOKER,roch,Unknown,Unknown,0,33350
Premier Free Standing 4 Gas Burner Cooke,premier,4 gas,Unknown,0,9999
"Volsmart 31 standing cooker with electric oven3 Gas1 Hot Plate
Electric Oven with Lamp
Auto Ignoition
Oven capacity 60L
Oven with thermostat
TurnspitChicken Rotisserie
Built-in Timer
Built-in Tem",volsmart,Unknown,Unknown,0,26055
"Nunix 3 Gas Burners and 1 Electric Top Cooker with Shelf  LTS-02

3 Gas Burners
1 Electric Top
Storage Compartment
Firepower Adjustment
Air Dumber Adjustment
Versatile and Eff",nunix,Unknown,Unknown,0,10599
Portable Infrared Induction Cooker 3500 WAT,Unknown,Unknown,Unknown,0,9999
BEKO 3G1 WOK STANDING COOKER FSM61330DXDSL INOX INTERGRATED IGNITION HOB FLAME FAILURE DEVICE CAST IRON PAN SUPPORT MULTIFACTION OVEN   1 YEAR WARRANTY,beko,Unknown,Unknown,0,78995
Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,Unknown,Unknown,Unknown,0,3200
Nunix 3Gas 1 Hot Plate free Standing Cooker with Electric Oven,nunix,Unknown,Unknown,0,25680
Bjs cooker 3gas1electric with a very heavy grill.,bjs,Unknown,Unknown,0,40000
Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,nunix,Unknown,Unknown,0,5399
Eurochef Free Standing 4 Burner Gas Cooker With electric Oven It provides even distribution of heat and emits less wasted heat than electric stoves so light it up and get cooking.,eurochef,Unknown,Unknown,0,24699
RAMTONS 3G1E 60X60 EURO BLACK COOKER- RF407,ramtons,Unknown,Unknown,0,54500
Nunix Free Standing 4 Gas Burner Cooker With Rotisserie Oven,nunix,4 gas,Unknown,0,22910
FREE STANDING COOKER. Erouchef free standing 4 gas burners  75L oven cooker gas cooker,Unknown,4 gas,Unknown,0,30150
Haier 4 Burner all Gas Cooker 50x60 Silver -ECR1040EGSB,haier,Unknown,Unknown,0,26995
Affordable Nunix Cooker 3 Gas 1 Electric Burner Standing Cooker 60cm60cm .,nunix,Unknown,Unknown,0,27999
Exzel cooker  90x60cm 41 gas standing cooker with electric oven and Gas Cylinder Compartment,exzel,Unknown,Unknown,0,89999
"BJS I-6011T,  3G1E, 60 by 60 Standing Cooker with Electric oven  Turbo Fan",bjs,Unknown,Unknown,0,37999
"premier 4 gas cookers with stand,the only gas cooker giving Kenyans sleepless nights",premier,4 gas,Unknown,0,10200
Amaze 2 burner available available in silver,amaze,Unknown,Unknown,0,4200
AMAZE STAINLESS STEEL 3 BURNER,amaze,Unknown,Unknown,0,4400
Sayona Standing cooker 4Gas with Shelves,sayona,Unknown,Unknown,0,13000
"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition  o they not only look great in your kitchen, but also make life easier by delivering outstanding results.",starlux,Unknown,Unknown,0,4350
VON Cooker VAC6SV31UX 3 Gas  1 Electric stainless steel - Semi inox,von,Unknown,Unknown,0,65000
Free standing cooker with electric oven dixe60 by 60 Bjs,bjs,Unknown,Unknown,0,45000
FREE STANDING COOKER. Roch free standing 4 gas burners  75L oven cooker gas cooker,roch,4 gas,Unknown,0,31340
FREE STANDING COOKER. Bjs free standing 3 gas burners 1 electric cookers  60L oven cooker gas cooker,bjs,Unknown,Unknown,0,53500
Premier 4 Gas Standing Cooker 50x50cm With 2 Storage Shelves Trays Metal Lid Cover Top Automatic Ignition,premier,4 gas,Unknown,0,11165
Volsmart full gas standing cooker This cooker will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat than electric stoves.  . The electric,volsmart,Unknown,Unknown,0,20299
Volsmart full gas standing cooker 60x55otplate Sturdy matt enamel pan restMultifunction oven - Top and bottom heating e,volsmart,Unknown,Unknown,0,20655
Nunix 60x60 31 Electric Free Standing Cooker,nunix,Unknown,Unknown,0,29999
"Mika Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners  2 RAPID Hot Plates, Auto Ignition, 4 Function Electric Oven, GAS CYLINDER CABINET, Rotisserie, S.S Hob, Silver Body",mika,4 gas,Unknown,0,82300
Nunix Glass TABLE TOP DOUBLE BURNER Gas Stove  Pipe  6kg Regulator  Tighten,nunix,Unknown,Unknown,0,3999
"Amaze 31 Free Standing Cooker
This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.",amaze,Unknown,Unknown,0,24750
RAMTONS 3G1E 60X60 SILVER COOKER- RF406,ramtons,Unknown,Unknown,0,54500
"Mika All Gas Free Standing Gas Cooker- 5060, Gas Oven",mika,Unknown,Unknown,0,29700
"Sarahtech Cooker, 31 Free Standing Cooker With Electric oven 6060 ST60FS3E1",sarah,Unknown,Unknown,0,27999
"CLEARANCE OFFER Nunix Cooker 3 Gas Burners,Hot Plate, Electric 60L Oven",nunix,Unknown,Unknown,0,27999
"Premier 4 BURNER GAS COOKER FLOOR STANDING  It has a sleek, modern design that will complement any décor, and it is packed with features that will make cooking a breeze.",premier,Unknown,Unknown,0,11399
NUNIX FREE STANDING 3 GAS BURNER  1 ELECTRIC PLATE COOKER,nunix,Unknown,Unknown,0,36385
NEW ARRIVALSSOLSTAR 50x50cm FREE STANDING OVEN - SO531DKBBRBSS Brown with 2 years warranty solstar gas stove gas cooker,solstar,Unknown,Unknown,0,36399
Volsmart full gas table top cooker   . Cooked Perfectly every time This gasburner will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted h,volsmart,Unknown,Unknown,0,4350
Hisense Free Stand Cooker Gas 60 By 60 Black All Gas,hisense,Unknown,Unknown,0,48500
SOLSTAR 60x60cm FREE STANDING OVEN-ELITE LINE - SO631DKEINBSS Inox with 2  years warranty  3 gas and 1 electric gas cooker,solstar,Unknown,Unknown,0,63699
"Mika All Gas Free Standing Gas Cooker- 5060,4 Euro Pipe Gas burners
Wide  Matt Enamel Coated Pan Support
Wide Cooking Area
Special High-density insulation - for faster  quick baking
Mechanical Time",mika,Unknown,Unknown,0,28350
ICECOOL Volsmart 4 Burners Free Standing Gas Cooker Cooking Range with 60L Oven 3 Gas  1 Electric VGS-581 Black,volsmart,Unknown,Unknown,0,24299
CLEARANCE OFFER  Nunix Free Standing 4 Gas Burner Cooker With Oven,nunix,4 gas,Unknown,0,25999
"Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners  1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Full Black",Unknown,Unknown,Unknown,0,45000
Nunix Free Standing 31 Gas Burner Electric Cooker With Oven,nunix,Unknown,Unknown,0,27999
Free Standing 31 Gas Burner Electric Cooker With Oven,Unknown,Unknown,Unknown,0,27999
Premier Free Standing 4 Gas Burner Cooker With Oven All Gas Cooker,premier,4 gas,Unknown,0,25500
Hisense Cooker 50 Cm 4 Burner And Oven All Gas Stainless Steel,hisense,Unknown,Unknown,0,38000
Master Chef FOUR GAS BURNER GAS OVEN,Unknown,Unknown,Unknown,0,64500
Ramtons Standing Cooker 6060cm. 3G1E . Electric Oven. RM 406,ramtons,Unknown,Unknown,0,49950
MEKO BURNER Generic Strong And Impervious Meko Gas Burner,generic,Unknown,Unknown,0,708
"50 by 55 Euroken 31 standing cooker with electric ovencooker
Featuring a timer, light, and pulse ignition for the stove, the Euroken Euro55-31-E ensures precise control and convenience",euroken,Unknown,Unknown,0,26850
"Von 60 by  60  31 standing cooker
Its equipped with a Turnspit Chicken Rotisserie, the oven and grill makes this happen for you and the food acquires a stronger, sweeter and healthier flavor",von,Unknown,Unknown,0,48550
MEKO GAS BURNER.Primus Quality 6 Kg Gas Cylinder Burner For Meko  Free Heavy Duty Extension,meko,Unknown,Unknown,0,1162
4 GAS COOKER WITH STANDA gas cooker is a kitchen appliance that uses natural gas or liquefied petroleum gas LPG to cook food. Gas cookers are typically more efficient and cost-effective to operate,Unknown,4 gas,Unknown,0,12150
ALL GAS STANDING COOKER WITH GAS OVEN,Unknown,Unknown,Unknown,0,29750
"Mika Standing Cooker, 50cm x 60cm, 3 Gas Pipe Burners  1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Black Hob, Silver Body",mika,Unknown,Unknown,0,39000
BEKO 4G1 WOK FREE STANDING COOKER GE15120DX INOX FLAME FAILURE DEVICE CAST IRON PAN SUPPORT FAN ASSISTED OVEN WITH 7FUNCTION 90 X 90 X 60 1 YEAR WARRANTY,beko,Unknown,Unknown,0,124995
"5055 Euroken 31 standing cooker with electric oven cooker
If your electrical power goes off due to weather or other interference, you can still prepare a meal with this gas burners.",euroken,Unknown,Unknown,0,26850
Euroken 50 by 55 urk free standing cooker,euroken,Unknown,Unknown,0,26310
"Eurochef EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",eurochef,Unknown,Unknown,0,3250
CLEARANCE OFFER Eurochef Free Standing 3 Gas Burner 1 Electric Cooker With Oven,eurochef,Unknown,Unknown,0,27500
"Roch black 6060 standing 31 cooker
This cooker is equipped with 3 1gas burners, with independently adjustable flame levels.",roch,Unknown,Unknown,0,42250
Nunix 2 Burner Gas Stove Cooker SS-002,nunix,Unknown,Unknown,0,3300
Nunix 3 Gas1 Electric FREE STANDING Cooker Burner Stove WITH ELECTRIC OVEN,nunix,Unknown,Unknown,0,27999
"Nunix Cooker full gas. Gas oven. 5055cm
 It provides even distribution of heat and emits less wasted heat than electric stoves so light it up and get cooking.",nunix,Unknown,Unknown,0,23350
STANDING 4 GAS BURNER COOKER WITH OVEN,Unknown,4 gas,Unknown,0,23999
Premier 3 GAS AND ELECTRIC FOUR BURNER WITHELECTRIC OVEN,premier,Unknown,Unknown,0,32450
STAINLESS STEEL TABLE TOP DOUBLE BURNER GAS STOVE-GAS COOKER,Unknown,Unknown,Unknown,0,3199
2 ELECTRIC AND 2 GAS WITH STORAGE SHELVES STANDING COOKER,Unknown,Unknown,Unknown,0,14000
Premier 4GAS BURNER COOKER WITH OVEN ALL GAS,premier,Unknown,Unknown,0,24999
Premier Auto Ignition 4 Gas Cooker With Storage Compartments,premier,4 gas,Unknown,0,10990
Premier 3GAS AND ONE ELECTRIC 4 BURNER COOKER WITH ELECTRIC OVEN,premier,Unknown,Unknown,0,30999
Premier 3 Gas And 1 Electric Four Burner Cooker With Electric Oven Auto Ignition,premier,Unknown,Unknown,0,26999
Nunix 3 1 TABLE TOP COOKER,nunix,Unknown,Unknown,0,6000
SOLSTAR 60x60cm FREE STANDING OVEN  SO631DKEBKBSS shiny Black with 2 years warranty gas stove 3 burner and 1 electric standing cooker  gas cooker,solstar,Unknown,Unknown,0,59099
RAMTONS RF498 4GAS  2 ELECTRIC 90X60 INOX COOKER,ramtons,Unknown,Unknown,0,103500
Ramtons Standing Cooker 6060cm. 3G1E . Electric Oven. RM 406Silver,ramtons,Unknown,Unknown,0,49950
MEKO GAS BURNER.Generic 6kg Meko Primus Gas Burner Plus 6kg Comes with a free  Meko Grill,generic,Unknown,Unknown,0,1180
Starlux 4 Gas Burner Table Top Cooker,starlux,4 gas,Unknown,0,4999
"nunix sc 002 cooker Stainless steel body for durability  easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Detachable trivet  tray for easy cleaning.
Use li",nunix,Unknown,Unknown,0,2635
VON Cooker 4 Gas  Electric oven  VAC6FE40UK Graphite black,von,4 gas,Unknown,0,42999
"OFFEROFFERSOLSTAR 50x50cm FREE STANDING OVEN - SO531DKBSLBSS, inox black with 2 years warranty standing gas with electric oven  s cooker",solstar,Unknown,Unknown,0,36399
"90cm x 60cm, 5 Gas Pool Jet Burners 2 Wok, FLAME FAILURE SAFETY, Auto Ignition, 10 Function Full 90cm Electric Oven Air FryConvection Fan, Rotisserie, Half Inox Standing Cooker",Unknown,Unknown,Unknown,0,125000
Eurochef Free Standing Eurochef 4 Gas Burner Cooker With Oven,eurochef,4 gas,Unknown,0,23999
"Eurochef Metal Gas Stove, 2 Burners Gas Cooker, Table Top",eurochef,Unknown,Unknown,0,8000
"31 Sarahtech 5050  standing cooker Oven with thermostat
TurnspitChicken Rotisserie
Built-in Timer
Built-in Temperature Controller
Stainless Steel Panel
Sturdy Glass Top
Oven with Heavy chromed ove",sarah,Unknown,Unknown,0,27000
Starlux 4 burnerAll Gas,starlux,Unknown,Unknown,0,4600
Single Plate Induction Cooker   Silver crest Brand   3 Pin British plug,silver crest,Unknown,Unknown,0,4798
EuroChef Glass Top Burner,eurochef,Unknown,Unknown,0,3233
EUROCHEF 31E Free standing gas cooker Size 50x55.   Burner Free Standing Cooker with Eletric OvenEG55-3G1EE A cost-effective cooking solution that has an oven and grill in one unit.,eurochef,Unknown,Unknown,0,28350
Nunnix 4 Gas Table Top Burner,nunnix,4 gas,Unknown,0,5198
"NEW ARRIVAL SOLSTAR SO942DKEINBSS 90cm, 4G2HP, Electric Oven, Inox",solstar,Unknown,Unknown,0,111759
Hisense 90X60 HF942GEES 4 Burners Gas 2 Electric Stove WITH WOK BURNER,hisense,Unknown,Unknown,0,84999
Nunix 3gas 1 electric free Standing cooker,nunix,Unknown,Unknown,0,28999
"Volsmart full gas standing cookerBuilt-in Temperature Controller
Stainless Steel Panel

Sturdy Glass Top

Oven with Heavy chromed oven grill  one oven tray
Double Glass Oven Door",volsmart,Unknown,Unknown,0,20555
Amaze tabletop single gas burner cooker,amaze,Unknown,Unknown,0,2070
MEKO GAS BURNER. Hr Strong Non-rust Meko Gas Burnercomes with a Free Gas Lighter Strong and durable Non leak Strong regulating knob Does not change color due to burn,meko,Unknown,Unknown,0,1180
Von VAC6S031UX 3 Gas  1 Electric Cooker,von,Unknown,Unknown,0,54000
SPECIAL OFFERSOLSTAR 3 GAS  1 ELECTRIC COOKERS SO531DKBBKBSS BLACK with 2 years warranty 3 gas burner and 1 electric cooker electric gas cooker  with  electric ovenctric  ov,solstar,Unknown,Unknown,0,36399
Sayona 31 standing cooker with shelves cooker  reliable and efficient gas cooker for your kitchen,sayona,Unknown,Unknown,0,13775
"Mika Standing Cooker, 50cm X 50cm, All Gas, Gas oven, Silver  MST50PUAGSL MST50PIAGKG",mika,Unknown,Unknown,0,30200
Eurochef 4 gas cooker -50 by 55 with gas oven,eurochef,4 gas,Unknown,0,24000
"Mika Standing Cooker, 50cm x 60cm, 3 Gas Pool Jet Burners  1 RAPID Hot Plate, Button Ignition, 4 Function Electric Oven, Rotisserie, Black Hob, Silver Body",mika,Unknown,Unknown,0,42000
"Roch RECK-631BL, 60 by 60 3 Gas Burners  1 Hotplate Gas Cooker with Electric Oven",roch,Unknown,Unknown,0,37999
SOLSTAR 60x60cm ELITE LINE-HIGH END-WOK Burner - SO631DKHINBSS Inox with 2 years warranty 3 gas and 1 electric gas cooker,solstar,Unknown,Unknown,0,77299
"31 Sarahtech 5050  standing cooker 3 Gas1 Hot Plate

Electric Oven with Lamp

Auto Ignoition

Oven capacity 60L

Oven with thermostat",sarah,Unknown,Unknown,0,26595
"Roch  standing 31 cooker  black 6060 affordable, quality, energy-efficient home appliances. The brand is well known for their high-quality,",roch,Unknown,Unknown,0,40500
Nunix 4 Gas Burners and Top Cooker with Shelf,nunix,4 gas,Unknown,0,10974
"Hisense HF942GEES 90x90CM 2 Electric, 4 Gas Hob And Oven",hisense,4 gas,Unknown,0,89999
Hisense HFG50111X 50CM Free Stand Cooker All Gas And Gas Oven,hisense,Unknown,Unknown,0,39400
"31  EuroChef Standing Cooker All gas burners
Gas oven
Special burners for unique flame for evenly cooking
Special high-density insulation- for faster  quick baking
Mechanical timer
Wide Matt finish",eurochef,Unknown,Unknown,0,27675
"Eurochef Full Gas Free Standing Cooker With Gas Oven Eurochef 4 Gas Standing Cooker  Gas Oven- brown offers affordable, quality, energy-efficient home appliances. The brand is well known for t",eurochef,4 gas,Unknown,0,21600
Volsmart full gas standing cooker This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,volsmart,Unknown,Unknown,0,20520
Amaze 31 Free Standing Cooker This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,amaze,Unknown,Unknown,0,23220
Ramtons RF497-4GAS 60X60 STAINLESS STEEL COOKER,ramtons,Unknown,Unknown,0,61799
2 Burner Glass Top Gas Cooker  Infrared Double Burner,Unknown,Unknown,Unknown,0,3455
BEKO COOKER GE12121DX 4 gas  2 hotplate hob STAINLESS STEEL WIDE OVEN GLASS TOP 1 YEAR WARRANTY,beko,4 gas,Unknown,0,119995
Premier GAS STOVE,premier,Unknown,Unknown,0,68000
31 Sarahtech 6060 standing cooker,sarah,Unknown,Unknown,0,31725
"Haier 60X90, 4 Gas  2 Electric Cooker  HCR6042DES",haier,4 gas,Unknown,0,82500
"Haier 60X60, 4 Gas Cooker, Electric Oven  HCR2040EES",haier,4 gas,Unknown,0,55000
"Haier 60X60, 3Gas  1Electric Cooker, Electric Oven  HCR2031EES",haier,Unknown,Unknown,0,56000
"Haier 50X60, 3 Gas  1 Electric Cooker, Electric Oven  ECR1031EESB",haier,Unknown,Unknown,0,37000
RAMTONS 3G1E 50X60 BROWN COOKER- RF401,ramtons,Unknown,Unknown,0,48300
Nunix Gas Cooker With 2-Burners Auto Ignition - Durable - Saves Energy - Easy to use,nunix,Unknown,Unknown,0,2206
"Amaze 31 Free Standing Cooker Cooked Perfectly Every time
This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electri",amaze,Unknown,Unknown,0,23625
31 Eurochef Standing Cooker,eurochef,Unknown,Unknown,0,28350
Nunix Full Gas Free Standing Cooker With Gas Oven,nunix,Unknown,Unknown,0,23500
Sayona 31 standing cooker with shelves cooker burner with stand and shelves compartment ..,sayona,Unknown,Unknown,0,13775
Amaze Standing Cooker 31 Gas Oven,amaze,Unknown,Unknown,0,23625
"Nunix Cooker full gas. Gas oven. 5055cm Gas oven
Push Button manual ignition burner
All gas burners
Special burners for unique flame for evenly cooking
Width 50  55cm",nunix,Unknown,Unknown,0,22275
