standing_cooker_name,standing_cooker_reviews,standing_cooker_price
"MIKA MST6060U31PFB Standing Cooker, 60cm X 60cm, 3Gas Pool Jet Burners + 1 RAPID Hot Plate, Auto Ignition, 4 Function Electric Oven, Rotisserie",(0),"KSh 48,500"
"VON VAC6F031US, 60 cm by 60 cm, 3 Gas + 1 Electric Standing Cooker with Electric Oven",(0),"KSh 43,999"
Ramtons Automatic 4 Gas Cooker with Storage Shelves,(0),"KSh 13,799"
Ramtons All Gas Automatic Cooker with Storage Shelves,(0),"KSh 12,999"
"Sayona Free Standing Gas Cooker, 3G+1E, 50*50 Size With Gas Oven",(0),"KSh 21,999"
White Sayona 3gas+1 electric plate standing cooker with gas oven,(0),"KSh 27,659"
Volsmart Full Gas Free Standing Cooker (VGS-580),(0),"KSh 20,925"
Premier PM530E All Gas Cooker With Stand Shelf,(0),"KSh 13,499"
"Nunix Free Standing 4 Gas Cooker With Rotisserie Oven 50*55*84cm,4 Gas Burners with rotissele oven",(0),"KSh 24,000"
"SPECIAL OFFERS. Nunix 4 gas free standing cooker with shelves  It has four energy efficient burners with independent knobs for gas control, strong racks,stable stand and ideal for every household.",(0),"KSh 9,599"
Bruhm 3 Gas + 1 Hot Plate,(0),"KSh 47,500"
Roch - 50x55CM 3 Gas Burners + 1 Hotplate Cooker,(0),"KSh 46,000"
Bruhm 3+1 Free Standing Gas Cooker,(0),"KSh 55,000"
BJS I-6011T-Black 60X60 3-GAS+1 Hot Plate With Turbo-FAN,(0),"KSh 36,999"
BJS I-6011T-Black 60X60 3-GAS+1 Hot Plate With Turbo-FAN+1 YEAR WARRANTY,(0),"KSh 36,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 24,900"
BJS 60X60 3-GAS+1 Hot Plate With Turbo,(0),"KSh 42,525"
[TOP SALE] Mika Free Standing 3 Gas +1 Electric Cooker With Electric Oven-SILVER+2 YEARS WARRANTY,(0),"KSh 32,999"
generic high quality Mika 50x55 3+1 electric oven                 (Microwave ovens),(0),"KSh 38,500"
"VON FREE STANDING  3 Gas +1 Electric Cooker,50X60 - silver",(0),"KSh 39,990"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 22,279"
AMAZE TABLE TOP SINGLE GAS BURNER COOKER,(0),"KSh 1,999"
Eurochef full gas with electric oven +timer standing cooke,(0),"KSh 28,279"
"BJs 3G+ 1E, 60*60 Free Standing Cooker With Electric Oven+2 Years Warranty",(0),"KSh 36,999"
"BJs  Free Standing Cooker 3 GAS + 1 ELECTRIC, 60*60 With Electric Oven",(0),"KSh 36,999"
"BJs  Free Standing Cooker 3 GAS + 1 ELECTRIC, 60*60 With Electric Oven+2 Years Warranty",(0),"KSh 36,999"
"Mika 3G+1E FREE STANDING COOKER  50CM X60CM, Standing Cooker with Electric oven",(0),"KSh 32,999"
"MIKA MST5060U31ESL Standing Cooker, 50cm X 60 Cm, 3 Gas Burner + 1 Electric Plate & Electric Oven, Silver",(0),"KSh 32,999"
Mika MST5060U31ESL 50×60 3G+1E Standing Cooker,(0),"KSh 32,999"
Eurochef Free Standing 4 Burner  Gas Cooker With gas oven,(0),"KSh 23,899"
KILLMALL 10TH ANIVERSARY OFFERS Euroken 3Gas+1 Hotplate size 50 by 55 with Electric oven(Black color),(0),"KSh 30,099"
50*55 sarahtech 3+1 jet standing cookerIt comes equipped with stainless steel surface and cast iron grates for effortless cleaning and long lasting durability.,(0),"KSh 28,350"
MIKA MST5060U31ESL 50CM X 60CM FREE STANDING COOKER &ELECTRIC OVEN+1 YEAR WARRANTY,(0),"KSh 31,999"
[PROMOTION ] VON 3 Gas +1 Electric with Electric Oven standing cooker - SILVER,(0),"KSh 39,999"
"VON HOTPOINT 58cm by 58cm, 3 Gas Pool Jet Burners +1 Electric, Free Standing Cooker with Electric Oven",(0),"KSh 41,999"
Gas Lighter Gun - Silver,(0),KSh 749
Ramtons 4 Burner with Storage Shelves,(0),"KSh 13,599"
"BJS 60X60 FREE STANDING COOKER 3-GAS+1 Hot Plate With Turbo-FAN,BROWN+1 YEAR WARRANTY",(0),"KSh 36,999"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,274"
Nunix 3 gas plus 1 electric free Standing cooker with shelves,(0),"KSh 11,270"
"Solstar, 60cm by 60cm, 3 Gas Jet Pool Burners+1 Rapid Hot Plate Standing Gas Cooker with Electric Oven",(0),"KSh 59,999"
Eurochef 50*55 Standing Cooker 3 gas +1 Electric,(0),"KSh 30,159"
Bruhm  3 Gas + 1 Hot Plate,(0),"KSh 42,500"
Volsmart cooker 50*50   3G+1E     Electric  oven,(0),"KSh 29,529"
Nunix 2 Burner Gas Cooker With Free Accessories,(0),"KSh 2,989"
silver crest Infrared Induction Cooker Sensor Control,(0),"KSh 5,372"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 3,699"
"Nunix Free Standing 4 Gas,Gas Oven Cooker",(0),"KSh 26,749"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 3,998"
Amaze Standing Cooker 3+1 Gas Oven + Free Hose Pipe,(0),"KSh 27,500"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 23,999"
Amaze Standing Cooker 3+1 Gas Oven + Free Hose Pipe,(0),"KSh 27,500"
"MIKA Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven",(0),"KSh 41,999"
Nunix 3 Gas +1 Electric Hot Plate Cooker With 60L Oven,(0),"KSh 24,994"
Haier ECR1040EGSB 50×60 4 Gas Cooker+2 YEARS WARRANTY,(0),"KSh 29,999"
Haier 4 Burner all Gas Cooker 50x60 - ECR1040EGSB+2 YEARS WARRANTY,(0),"KSh 29,999"
Nunix Cooker 3 Gas +1 Electric Plate Cooker Plus Shelves LTS-02,(0),"KSh 11,250"
Nunix 3 gas + 1 hot electric Free Standing cooker with electric oven,(0),"KSh 29,399"
Volsmart 3+1 JET standing cooker with electric oven,(0),"KSh 27,000"
Eurochef Standing Cooker 3+1 Electric Oven 50x55cm,(0),"KSh 28,999"
Eurochef Standing Cooker 3+1 Electric Oven 50x55cm,(0),"KSh 28,999"
"BJS Standing Cooker Electric Oven with Turbo Fan 3 Gas+1 Hot Plate, 60x60cm",(0),"KSh 39,999"
"BJS Standing Cooker Electric Oven with Turbo Fan 3 Gas+1 Hot Plate, 60x60cm",(0),"KSh 39,999"
Eurochef Standing Cooker 3+1 Electric Oven 50x55cm,(0),"KSh 29,999"
Eurochef 4 gas+1 Electric cooker size 75 by 60 with GAS OVEN,(0),"KSh 48,999"
Amaze 3+1 Free Standing Cooker  It comes equipped with stainless steel surface and cast iron grates for effortless cleaning and long lasting durability. The electric ignition and flame failure system,(0),"KSh 22,950"
Eurochef 4 gas+1 Electric cooker size 75 by 60 with GAS OVEN,(0),"KSh 48,499"
Eurochef 4 gas+1 Electric cooker size 75 by 60 with GAS OVEN Silver,(0),"KSh 48,500"
Mika MST6060U31PSB 60×60 standing cooker,(0),"KSh 46,500"
"Eurochef 4 Burner Gas Cooker With Oven,Grill - Free Standing",(0),"KSh 23,996"
Sayona HIGH QUALITY STANDING COOKER (50 BY 50) 3 GAS+ 1 ELECTRIC PLATE WITH GAS OVEN+2 YEARS WARRANTY,(0),"KSh 23,499"
Sayona HIGH QUALITY STANDING COOKER (50 BY 50) 3 GAS+ 1 ELECTRIC PLATE WITH GAS OVEN,(0),"KSh 23,499"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven+ROTISSERIE,(0),"KSh 23,999"
"Nunix Cooker, 3 Gas Burners,Hot Plate, Electric Oven+2 YEARS WARRANTY",(0),"KSh 23,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 19,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven+1 YEAR WARRANTY,(0),"KSh 19,999"
Von 60*60  3+1 standing cooker; No need to look for match sticks when using the gas burner‎.‎ This cooker comes with auto ignition‎.‎,(0),"KSh 47,850"
Nunix 3 gas plus 1 electric free Standing cooker with shelves,(0),"KSh 10,260"
"Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners (1 Wok) + 1 RAPID Hot Plate, FLAME FAILURE SAFETY,",(0),"KSh 94,300"
Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,500"
Nunix 4 Gas Burner Stove with Shelf,(0),"KSh 9,799"
Nunix Free Standing 4 Gas Burner Cooker With Oven-50CMX55CM,(0),"KSh 19,890"
"Premier cookers 

3+1
50*55
Electric ovens",(0),"KSh 30,159"
[Oven] VON 60×60 Free Standing 3 Gas Burner +1 Electric Cooker Oven; No need to look for match sticks when using the gas burner‎.‎ This cooker comes with auto ignition‎.‎,(0),"KSh 47,850"
Nunix Free Standing 4 Gas Burner Cooker With Oven+2 YEARS WARRANTY,(0),"KSh 19,890"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,470"
[TOP SALE] Mika Free Standing 3 Gas +1 Electric Cooker With Electric Oven,(0),"KSh 32,999"
"3+1  EuroChef Standing Cooker;
 Its equipped with a Turnspit (Chicken Rotisserie), the oven and grill‎ makes this happen for you and the food acquires a stronger,‎ sweeter and healthier flavor.‎",(0),"KSh 29,650"
Eurochef electric 3 gas bunner plus 1 electric,(0),"KSh 29,999"
Nunix FREE STANDING ALL GAS FOUR BURNER AUTOMATIC GAS COOKER WITH SHELVES,(0),"KSh 10,465"
Quality 3+1 Eurochef Standing Cooker,(0),"KSh 27,200"
"MIKA 90cm x 60cm, 4 Gas Pool Jet Burners + 2 Hot Plates, Auto Ignition, 4 Function Electric Oven  Standing Cooker",(0),"KSh 84,999"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 25,999"
Nunix Cooker 3G+1E. Electric oven. 50*60cm,(0),"KSh 29,529"
Mika MST5060P31ESL 50X60 Standing Cooker with Electric Oven+2 YEARS WARRANTY,(0),"KSh 32,999"
Mika 50cm X60cm Standing Cooker with Electric Oven+2 YEARS WARRANTY,(0),"KSh 32,999"
"BJS Cooker, 4+1E,4 Gas 1 Hot Plates ,1 Wok ,Electric Oven 110L,Silver",(0),"KSh 72,999"
Volsmart full gas JET standing cooker,(0),"KSh 21,330"
"SPECIAL OFFER! Nunix 4 Gas Standing Cooker With Storage Compartments. This premier gas cooker brings stylish, intelligent appliances into your home.The Gas flow has been highly made efficient, saving",(0),"KSh 9,490"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 21,279"
BJS FREE STANDING 60X60 COOKER 3-GAS+1 Hot Plate With Turbo-FAN,(0),"KSh 36,999"
Jikokoa CLASSIC STOVE,(0),"KSh 4,899"
"4 Gas Standing Cooker, 50cm X 55cm Electric Oven EG55-4G",(0),"KSh 23,999"
"Ramtons Standing Cooker- 60 by 60, 3G+1E, 66L Electric Oven",(0),"KSh 45,999"
RAMTONS 4 GAS 50X50 ALL GAS COOKER SILVER - RF/356,(0),"KSh 31,999"
"Roch RGC-TT208, Two-Burner Automatic Gas Cooker - Black",(0),"KSh 4,999"
Ramtons RF/406-3G+1E 60X60 SILVER COOKER,(0),"KSh 51,999"
Roch 60x60CM,(0),"KSh 48,000"
Roch 60x60CM,(0),"KSh 48,500"
"Legacy 3+1E, 3 Gas Burners, 1 Electric Plate, 60*60cm.",(0),"KSh 45,999"
Von Standing Cooker 3G+1E 58cmX58cm,(0),"KSh 48,279"
GAS COOKER. Nunix Free Standing 3 Gas Burner +1 Electric Cooker NEW IN THE MARKET SELLING AT A PROMOTION PRICES DONT BE LEFT OUT,(0),"KSh 11,845"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 26,459"
SPECIAL OFFER! Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven 60*60 Nunix Standing Gas. Push Button manual ignition burner,(0),"KSh 27,280"
Nunix 4 Gas Burner Table Top Cooker,(0),"KSh 4,289"
Nunix Countertop 2 Gas Burner,(0),"KSh 2,399"
Nunix Standing 4 Gas Burner Cooker With Oven+1 YEAR WARRANTY,(0),"KSh 20,999"
Nunix Cooker 4-Gas Cooker Plus Shelves LTS-01,(0),"KSh 8,910"
AILYONS QUALITY Countertop Glass Two Burner Cooker-Auto Ignition,(0),"KSh 3,999"
"Standing cooker with electric oven 3;+1 erouchef Electric Hot Plate, Temperature Controls, Power Indicator Lights, Easy to Clean",(0),"KSh 28,995"
GAS COOKER. Nunix Free Standing Gas Cooker 4 Gas Burner All Gas Cookers BEST PRICES ONLY,(0),"KSh 10,120"
Ramtons 5 GAS STAINLESS STEEL COOKER- EB/630,(0),"KSh 160,599"
Ramtons 4 GAS+2 90X60 ELECTRIC STAINLESS STEEL COOKER- EB/629,(0),"KSh 164,799"
Volsmart 4 Burners Free Standing Gas Cooker Cooking Range with 60L Oven 4 Gas Cooker + Gas Oven,(0),"KSh 20,999"
"PROMOTION PRICE! Nunix 3Gas+1Electric Standing Cooker With Storage Compartments. This premier gas cooker brings stylish, intelligent appliances into your home. With a history of trusted innovation",(0),"KSh 11,290"
"MIKA MST6060U31PFB Standing Cooker, 60cm X 60cm, 3Gas Pool Jet Burners + 1 RAPID Hot Plate, Auto Ignition, 4 Function Electric Oven, Rotisserie",(0),"KSh 48,500"
Volsmart 4 Burners VGS-581 Free Standing Gas Cooker Cooking Range with 60L Oven 3 Gas + 1 Electric,(0),"KSh 26,999"
Eroucheif 3 Gas+1 Electric Hot Plate Free Standing Cooker On  Offer selling at the best prices Delivery done Within 24hrs Country Wide Upon Order Dont Be Left Out,(0),"KSh 35,999"
Eurochef 50X55 3G+1E,(0),"KSh 30,159"
Volsmart Cooker 50*50 All gas,(0),"KSh 23,899"
"BJS 60X60 FREE STANDING COOKER 3-GAS+1 Hot Plate With Turbo-FAN,BROWN",(0),"KSh 36,999"
Energy Saving Electric Smart Induction Cooker Single Plate,(0),"KSh 9,999"
Ramtons RF/401 3G+1E 50X60 BROWN COOKER,(0),"KSh 46,299"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven+2 YEARS WARRANTY,(0),"KSh 23,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 19,890"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven-50CMX55CM,(0),"KSh 23,999"
Starlux 4 Gas Burner Table Top Cooke  The stove has an auto ignition feature for lighting the burner‎‎‎.‎‎‎Simply turn the burner knob to the desired flame size and the sparking is turned off automati,(0),"KSh 3,915"
RAMTONS 4G+2E 60X90 SILVER COOKER- RF/496,(0),"KSh 91,800"
"Nunix 4 Gas Burners and Top Cooker with Shelf – LTS-01



⭐4 Gas Burners
⭐Auto Ignition 
⭐Storage Compartment
⭐Firepower Adjustment
⭐Air Dumber Adjustment
⭐Versatile and Efficient",(0),"KSh 9,399"
AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black (1YR WRTY),(0),"KSh 3,985"
Haier - HCR2031EED1  3 Gas + 1 Electric 60X60 Cooker with Electric Oven,(0),"KSh 38,995"
HCR2040EES - 4 Gas 60X60 Cooker with Electric Oven,(0),"KSh 46,476"
"Mika MST90PU42HI/HC Standing Cooker, 60cm x 90cm, 4G+2E, Full Elec. Oven (Air Fry+Conv.), 10F, Rotisserie, S. Steel",(0),"KSh 98,000"
ROCH 3+1 RECK531BL50X60 COOKER,(0),"KSh 33,350"
Premier Free Standing 4 Gas Burner Cooke,(0),"KSh 9,999"
"Volsmart 3+1 standing cooker with electric oven3 Gas+1 Hot Plate
Electric Oven with Lamp
Auto Ignoition
Oven capacity: 60L
Oven with thermostat
Turnspit(Chicken Rotisserie)
Built-in Timer
Built-in Tem",(0),"KSh 26,055"
"Nunix 3 Gas Burners and 1 Electric Top Cooker with Shelf – LTS-02

⭐3 Gas Burners
⭐1 Electric Top
⭐Storage Compartment
⭐Firepower Adjustment
⭐Air Dumber Adjustment
⭐Versatile and Eff",(0),"KSh 10,599"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,500"
Portable Infrared Induction Cooker 3500 WAT,(0),"KSh 9,999"
BEKO 3G+1 WOK STANDING COOKER FSM61330DXDSL INOX INTERGRATED IGNITION (HOB) FLAME FAILURE DEVICE CAST IRON PAN SUPPORT MULTIFACTION OVEN  ( 1 YEAR WARRANTY),(0),"KSh 78,995"
Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 3,200"
Nunix 3Gas +1 Hot Plate free Standing Cooker with Electric Oven,(0),"KSh 25,680"
Bjs cooker 3gas+1electric with a very heavy grill.,(0),"KSh 40,000"
Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,(0),"KSh 5,399"
Eurochef Free Standing 4 Burner Gas Cooker With electric Oven;; It provides even distribution of heat and emits less wasted heat than electric stoves so light it up and get cooking‎‎.‎‎,(0),"KSh 24,699"
RAMTONS 3G+1E 60X60 EURO BLACK COOKER- RF/407,(0),"KSh 54,500"
Nunix Free Standing 4 Gas Burner Cooker With Rotisserie Oven,(0),"KSh 22,910"
FREE STANDING COOKER. Erouchef free standing 4 gas burners + 75L oven cooker gas cooker,(0),"KSh 30,150"
Haier 4 Burner all Gas Cooker 50x60 Silver -ECR1040EGSB,(0),"KSh 26,995"
Affordable Nunix Cooker 3 Gas 1 Electric Burner Standing Cooker 60cm*60cm .,(0),"KSh 27,999"
Exzel cooker  90x60cm 4+1 gas standing cooker with electric oven and Gas Cylinder Compartment,(0),"KSh 89,999"
"BJ'S I-6011T,  3G+1E, 60 by 60 Standing Cooker with Electric oven & Turbo Fan",(0),"KSh 37,999"
"premier 4 gas cookers with stand,the only gas cooker giving Kenyans sleepless nights",(0),"KSh 10,200"
Amaze 2 burner available available in silver,(0),"KSh 4,200"
Amaze 2 burner available available in silver,(0),"KSh 4,200"
Amaze 2 burner available available in silver,(0),"KSh 4,200"
Amaze 2 burner available available in silver,(0),"KSh 4,200"
AMAZE STAINLESS STEEL 3 BURNER,(0),"KSh 4,400"
AMAZE STAINLESS STEEL 3 BURNER,(0),"KSh 4,400"
Amaze 2 burner available available in silver,(0),"KSh 4,400"
Amaze 2 burner available available in silver,(0),"KSh 3,500"
AMAZE STAINLESS STEEL 3 BURNER,(0),"KSh 4,400"
Amaze 2 burner available available in silver,(0),"KSh 4,400"
AMAZE STAINLESS STEEL 3 BURNER,(0),"KSh 4,400"
Amaze 2 burner available available in silver,(0),"KSh 3,500"
Amaze 2 burner available available in silver,(0),"KSh 4,400"
Amaze 2 burner available available in silver,(0),"KSh 4,200"
Amaze 2 burner available available in silver,(0),"KSh 4,200"
Amaze 2 burner available available in silver,(0),"KSh 4,400"
Nunix Cooker 4-Gas Cooker Plus Shelves LTS-01,(0),"KSh 9,999"
Sayona Standing cooker 4Gas with Shelves,(0),"KSh 13,000"
Sayona Standing cooker 4Gas with Shelves,(0),"KSh 13,000"
"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition  o they not only look great in your kitchen, but also make life easier by delivering outstanding results.",(0),"KSh 4,350"
VON Cooker VAC6SV31UX 3 Gas + 1 Electric stainless steel - Semi inox,(0),"KSh 65,000"
Free standing cooker with electric oven dixe60 by 60 Bjs,(0),"KSh 45,000"
FREE STANDING COOKER. Roch free standing 4 gas burners + 75L oven cooker gas cooker,(0),"KSh 31,340"
FREE STANDING COOKER. Bjs free standing 3 gas burners 1 electric cookers + 60L oven cooker gas cooker,(0),"KSh 53,500"
Premier 4 Gas Standing Cooker 50x50cm With 2 Storage Shelves Trays Metal Lid Cover Top Automatic Ignition,(0),"KSh 11,165"
Volsmart full gas standing cooker This cooker will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat than electric stoves.  . The electric,(0),"KSh 20,299"
Volsmart full gas standing cooker 60x55otplate Sturdy matt enamel pan restMultifunction oven - Top and bottom heating e,(0),"KSh 20,655"
Nunix 60x60 3+1 Electric Free Standing Cooker,(0),"KSh 29,999"
"Mika Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners + 2 RAPID Hot Plates, Auto Ignition, 4 Function Electric Oven, GAS CYLINDER CABINET, Rotisserie, S.S Hob, Silver Body",(0),"KSh 82,300"
Nunix Glass TABLE TOP DOUBLE BURNER Gas Stove + Pipe + 6kg Regulator + Tighten,(0),"KSh 3,999"
Premier 4 BURNER GAS COOKER FLOOR STANDING,(0),"KSh 11,999"
"Amaze 3+1 Free Standing Cooker;
This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.",(0),"KSh 24,750"
RAMTONS 3G+1E 60X60 SILVER COOKER- RF/406,(0),"KSh 54,500"
"Mika All Gas Free Standing Gas Cooker- 50*60, Gas Oven",(0),"KSh 29,700"
"Sarahtech Cooker, 3+1 Free Standing Cooker With Electric oven 60*60 ST60FS3E1",(0),"KSh 27,999"
"CLEARANCE OFFER Nunix Cooker 3 Gas Burners,Hot Plate, Electric 60L Oven",(0),"KSh 27,999"
EuroChef Black Burner,(0),"KSh 2,776"
"Premier 4 BURNER GAS COOKER FLOOR STANDING  It has a sleek, modern design that will complement any décor, and it is packed with features that will make cooking a breeze.",(0),"KSh 11,399"
NUNIX FREE STANDING 3 GAS BURNER + 1 ELECTRIC PLATE COOKER,(0),"KSh 36,385"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 22,279"
NEW ARRIVALS!!SOLSTAR 50x50cm FREE STANDING OVEN - SO531DKBBRBSS Brown with 2 years warranty solstar gas stove gas cooker,(0),"KSh 36,399"
Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven,(0),"KSh 25,000"
Volsmart full gas table top cooker   . Cooked Perfectly every time This gas‎‐burner will help you cook your food perfectly every time.‎‎‎  It provides even distribution of heat and emits less wasted h,(0),"KSh 4,350"
Hisense Free Stand Cooker Gas 60 By 60 Black All Gas,(0),"KSh 48,500"
SOLSTAR 60x60cm FREE STANDING OVEN-ELITE LINE - SO631DKEINBSS Inox with 2  years warranty  3 gas and 1 electric gas cooker,(0),"KSh 63,699"
"Mika All Gas Free Standing Gas Cooker- 50*60,4 Euro Pipe Gas burners
Wide & Matt Enamel Coated Pan Support
Wide Cooking Area
Special High-density insulation - for faster & quick baking
Mechanical Time",(0),"KSh 28,350"
ICECOOL Volsmart 4 Burners Free Standing Gas Cooker Cooking Range with 60L Oven 3 Gas + 1 Electric VGS-581 Black,(0),"KSh 24,299"
CLEARANCE OFFER  Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 25,999"
"Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Full Black",(0),"KSh 45,000"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,490"
Nunix Free Standing 3+1 Gas Burner Electric Cooker With Oven,(0),"KSh 27,999"
Free Standing 3+1 Gas Burner Electric Cooker With Oven,(0),"KSh 27,999"
Premier Free Standing 4 Gas Burner Cooker With Oven All Gas Cooker,(0),"KSh 25,500"
Hisense Cooker 50 Cm 4 Burner And Oven All Gas Stainless Steel,(0),"KSh 38,000"
Master Chef FOUR GAS BURNER GAS OVEN,(0),"KSh 64,500"
Ramtons Standing Cooker 60*60cm. 3G+1E . Electric Oven. RM 406,(0),"KSh 49,950"
MEKO BURNER Generic Strong And Impervious Meko Gas Burner,(0),KSh 708
"50 by 55 Euroken 3+1 standing cooker with electric ovencooker;
Featuring a timer, light, and pulse ignition for the stove, the Euroken Euro55-3+1-E ensures precise control and convenience",(0),"KSh 26,850"
"Von 60 by  60  3+1 standing cooker;
Its equipped with a Turnspit (Chicken Rotisserie), the oven and grill‎ makes this happen for you and the food acquires a stronger,‎ sweeter and healthier flavor",(0),"KSh 48,550"
MEKO GAS BURNER.Primus Quality 6 Kg Gas Cylinder Burner For Meko + Free Heavy Duty Extension,(0),"KSh 1,162"
Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven,(0),"KSh 24,900"
4 GAS COOKER WITH STANDA gas cooker is a kitchen appliance that uses natural gas or liquefied petroleum gas (LPG) to cook food. Gas cookers are typically more efficient and cost-effective to operate,(0),"KSh 12,150"
ALL GAS STANDING COOKER WITH GAS OVEN,(0),"KSh 29,750"
"Mika Standing Cooker, 50cm x 60cm, 3 Gas Pipe Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Black Hob, Silver Body",(0),"KSh 39,000"
BEKO 4G+1 WOK FREE STANDING COOKER GE15120DX INOX FLAME FAILURE DEVICE CAST IRON PAN SUPPORT FAN ASSISTED OVEN WITH 7FUNCTION 90 X 90 X 60 (1 YEAR WARRANTY),(0),"KSh 124,995"
"50×55 Euroken 3+1 standing cooker with electric oven cooker;
If your electrical power goes off due to weather or other interference‎‎‎,‎‎‎ you can still prepare a meal with this gas burners.",(0),"KSh 26,850"
Euroken 50 by 55 urk free standing cooker,(0),"KSh 26,310"
"Eurochef EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 3,250"
CLEARANCE OFFER Eurochef Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 27,500"
CLEARANCE OFFER Eurochef Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 27,500"
"Roch black 60×60 standing 3+1 cooker;
This cooker is equipped with 3 +1gas burners, with independently adjustable flame levels.",(0),"KSh 42,250"
Nunix 2 Burner Gas Stove Cooker SS-002,(0),"KSh 3,300"
Nunix 3 Gas+1 Electric FREE STANDING Cooker Burner Stove WITH ELECTRIC OVEN,(0),"KSh 27,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 21,998"
"Nunix Cooker full gas. Gas oven. 50*55cm;
 It provides even distribution of heat and emits less wasted heat than electric stoves so light it up and get cooking‎‎.‎‎",(0),"KSh 23,350"
STANDING 4 GAS BURNER COOKER WITH OVEN,(0),"KSh 23,999"
Premier 3 GAS AND ELECTRIC FOUR BURNER WITHELECTRIC OVEN,(0),"KSh 32,450"
STAINLESS STEEL TABLE TOP DOUBLE BURNER GAS STOVE-GAS COOKER,(0),"KSh 3,199"
ROCH 4 GAS TOP STAINLESS STEEL,(0),"KSh 7,310"
2 ELECTRIC AND 2 GAS WITH STORAGE SHELVES STANDING COOKER,(0),"KSh 14,000"
Premier 4GAS BURNER COOKER WITH OVEN {ALL GAS},(0),"KSh 24,999"
Premier Auto Ignition 4 Gas Cooker With Storage Compartments,(0),"KSh 10,990"
Premier 3GAS AND ONE ELECTRIC 4 BURNER COOKER WITH ELECTRIC OVEN,(0),"KSh 30,999"
Premier 3 GAS AND ELECTRIC FOUR BURNER WITHELECTRIC OVEN,(0),"KSh 32,450"
Premier 3 Gas And 1 Electric Four Burner Cooker With Electric Oven Auto Ignition,(0),"KSh 26,999"
Premier 4 BURNER GAS COOKER FLOOR STANDING,(0),"KSh 22,750"
Nunix 3 +1 TABLE TOP COOKER,(0),"KSh 6,000"
SOLSTAR 60x60cm FREE STANDING OVEN  SO631DKEBKBSS shiny Black with 2 years warranty gas stove 3 burner and 1 electric standing cooker  gas cooker,(0),"KSh 59,099"
RAMTONS RF/498 4GAS + 2 ELECTRIC 90X60 INOX COOKER,(0),"KSh 103,500"
Hisense HFG60121B Free Stand Cooker - Black,(0),"KSh 58,500"
Ramtons Standing Cooker 60*60cm. 3G+1E . Electric Oven. RM 406(Silver),(0),"KSh 49,950"
MEKO GAS BURNER.Generic 6kg Meko Primus Gas Burner Plus 6kg Comes with a free  Meko Grill,(0),"KSh 1,180"
Starlux 4 Gas Burner Table Top Cooker,(0),"KSh 4,999"
